locus_tag	ftype	length_bp	gene	EC_number	COG	product
CEIIDJFG_00001	gene	1926	thrZ			
CEIIDJFG_00001	CDS	1926	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
CEIIDJFG_00002	gene	1005	hrcA			
CEIIDJFG_00002	CDS	1005	hrcA		COG1420	Heat-inducible transcription repressor HrcA
CEIIDJFG_00003	gene	624	grpE			
CEIIDJFG_00003	CDS	624	grpE			Protein GrpE
CEIIDJFG_00004	gene	1845	dnaK			
CEIIDJFG_00004	CDS	1845	dnaK		COG0443	Chaperone protein DnaK
CEIIDJFG_00005	gene	1155	dnaJ			
CEIIDJFG_00005	CDS	1155	dnaJ		COG0484	Chaperone protein DnaJ
CEIIDJFG_00006	gene	717				
CEIIDJFG_00006	CDS	717				hypothetical protein
CEIIDJFG_00007	gene	867	comEC			
CEIIDJFG_00007	CDS	867	comEC		COG0658	ComE operon protein 3
CEIIDJFG_00008	gene	906				
CEIIDJFG_00008	CDS	906				hypothetical protein
CEIIDJFG_00009	gene	1290	eis			
CEIIDJFG_00009	CDS	1290	eis	2.3.1.-		N-acetyltransferase Eis
CEIIDJFG_00010	gene	1236				
CEIIDJFG_00010	CDS	1236				hypothetical protein
CEIIDJFG_00011	gene	1038	yqeN			
CEIIDJFG_00011	CDS	1038	yqeN		COG1466	putative protein YqeN
CEIIDJFG_00012	gene	687	graR			
CEIIDJFG_00012	CDS	687	graR		COG0745	Response regulator protein GraR
CEIIDJFG_00013	gene	990	graS			
CEIIDJFG_00013	CDS	990	graS	2.7.13.3		Sensor histidine kinase GraS
CEIIDJFG_00014	gene	756	yxdL_1			
CEIIDJFG_00014	CDS	756	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
CEIIDJFG_00015	gene	1875	yxdM			
CEIIDJFG_00015	CDS	1875	yxdM			ABC transporter permease protein YxdM
CEIIDJFG_00016	gene	120				
CEIIDJFG_00016	CDS	120				hypothetical protein
CEIIDJFG_00017	gene	267	rpsT			
CEIIDJFG_00017	CDS	267	rpsT		COG0268	30S ribosomal protein S20
CEIIDJFG_00018	gene	1806	lepA			
CEIIDJFG_00018	CDS	1806	lepA	3.6.5.-	COG0481	Elongation factor 4
CEIIDJFG_00019	gene	1317	cca			
CEIIDJFG_00019	CDS	1317	cca	2.7.7.72		CCA-adding enzyme
CEIIDJFG_00020	gene	861				
CEIIDJFG_00020	CDS	861				hypothetical protein
CEIIDJFG_00021	gene	1149	hemW			
CEIIDJFG_00021	CDS	1149	hemW		COG0635	Heme chaperone HemW
CEIIDJFG_00022	gene	576	zapA			
CEIIDJFG_00022	CDS	576	zapA			Cell division protein ZapA
CEIIDJFG_00023	gene	2439				
CEIIDJFG_00023	CDS	2439				hypothetical protein
CEIIDJFG_00024	gene	1614	nnr			
CEIIDJFG_00024	CDS	1614	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
CEIIDJFG_00025	gene	453				
CEIIDJFG_00025	CDS	453				hypothetical protein
CEIIDJFG_00026	gene	1005				
CEIIDJFG_00026	CDS	1005			COG0330	putative protein
CEIIDJFG_00027	gene	369				
CEIIDJFG_00027	CDS	369				hypothetical protein
CEIIDJFG_00028	gene	1494				
CEIIDJFG_00028	CDS	1494				hypothetical protein
CEIIDJFG_00029	gene	1740				
CEIIDJFG_00029	CDS	1740				hypothetical protein
CEIIDJFG_00030	gene	1218				
CEIIDJFG_00030	CDS	1218				hypothetical protein
CEIIDJFG_00031	gene	3237				
CEIIDJFG_00031	CDS	3237				hypothetical protein
CEIIDJFG_00032	gene	1026				
CEIIDJFG_00032	CDS	1026				hypothetical protein
CEIIDJFG_00033	gene	1239	rps1			
CEIIDJFG_00033	CDS	1239	rps1		COG0539	30S ribosomal protein S1
CEIIDJFG_00034	gene	1422				
CEIIDJFG_00034	CDS	1422				hypothetical protein
CEIIDJFG_00035	gene	486				
CEIIDJFG_00035	CDS	486				hypothetical protein
CEIIDJFG_00036	gene	846	cvfB			
CEIIDJFG_00036	CDS	846	cvfB		COG2996	Conserved virulence factor B
CEIIDJFG_00037	gene	462	cdd			
CEIIDJFG_00037	CDS	462	cdd	3.5.4.5	COG0295	Cytidine deaminase
CEIIDJFG_00038	gene	738				
CEIIDJFG_00038	CDS	738				hypothetical protein
CEIIDJFG_00039	gene	1320				
CEIIDJFG_00039	CDS	1320				hypothetical protein
CEIIDJFG_00040	gene	2358	secA_1			
CEIIDJFG_00040	CDS	2358	secA_1		COG0653	Protein translocase subunit SecA
CEIIDJFG_00041	gene	1365				
