locus_tag	ftype	length_bp	gene	EC_number	COG	product
JCDIMBMJ_00001	gene	846				
JCDIMBMJ_00001	CDS	846				hypothetical protein
JCDIMBMJ_00002	gene	1431				
JCDIMBMJ_00002	CDS	1431				hypothetical protein
JCDIMBMJ_00003	gene	387				
JCDIMBMJ_00003	CDS	387				hypothetical protein
JCDIMBMJ_00004	gene	882				
JCDIMBMJ_00004	CDS	882		2.7.1.-	COG1597	Putative lipid kinase
JCDIMBMJ_00005	gene	570	xpt			
JCDIMBMJ_00005	CDS	570	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
JCDIMBMJ_00006	gene	1338				
JCDIMBMJ_00006	CDS	1338				Nucleobase transporter PlUacP
JCDIMBMJ_00007	gene	426	fabZ			
JCDIMBMJ_00007	CDS	426	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
JCDIMBMJ_00008	gene	1236	fabF			
JCDIMBMJ_00008	CDS	1236	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
JCDIMBMJ_00009	gene	747	fabG_1			
JCDIMBMJ_00009	CDS	747	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JCDIMBMJ_00010	gene	939	fabD			
JCDIMBMJ_00010	CDS	939	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
JCDIMBMJ_00011	gene	939				
JCDIMBMJ_00011	CDS	939		1.6.5.11	COG2070	NADH:quinone reductase
JCDIMBMJ_00012	gene	225	acpP_1			
JCDIMBMJ_00012	CDS	225	acpP_1		COG0236	Acyl carrier protein
JCDIMBMJ_00013	gene	1017	fabH			
JCDIMBMJ_00013	CDS	1017	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
JCDIMBMJ_00014	gene	480				
JCDIMBMJ_00014	CDS	480				hypothetical protein
JCDIMBMJ_00015	gene	744	accA			
JCDIMBMJ_00015	CDS	744	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
JCDIMBMJ_00016	gene	858	accD			
JCDIMBMJ_00016	CDS	858	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
JCDIMBMJ_00017	gene	1425	accC			
JCDIMBMJ_00017	CDS	1425	accC	6.3.4.14	COG0439	Biotin carboxylase
JCDIMBMJ_00018	gene	531				
JCDIMBMJ_00018	CDS	531				hypothetical protein
