locus_tag	ftype	length_bp	gene	EC_number	COG	product
JDHLPIAI_00001	gene	1032				
JDHLPIAI_00001	CDS	1032				hypothetical protein
JDHLPIAI_00002	gene	834				
JDHLPIAI_00002	CDS	834				hypothetical protein
JDHLPIAI_00003	gene	732				
JDHLPIAI_00003	CDS	732				hypothetical protein
JDHLPIAI_00004	gene	1218	dctA			
JDHLPIAI_00004	CDS	1218	dctA		COG1301	C4-dicarboxylate transport protein
JDHLPIAI_00005	gene	912	pyrB			
JDHLPIAI_00005	CDS	912	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
JDHLPIAI_00006	gene	690	pyrK			
JDHLPIAI_00006	CDS	690	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
JDHLPIAI_00007	gene	903	pyrD			
JDHLPIAI_00007	CDS	903	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
JDHLPIAI_00008	gene	582	pyrE			
JDHLPIAI_00008	CDS	582	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
JDHLPIAI_00009	gene	774				
JDHLPIAI_00009	CDS	774				hypothetical protein
JDHLPIAI_00010	gene	675	ecfT_1			
JDHLPIAI_00010	CDS	675	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
JDHLPIAI_00011	gene	1413	ykoD_1			
JDHLPIAI_00011	CDS	1413	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
JDHLPIAI_00012	gene	588				
JDHLPIAI_00012	CDS	588				hypothetical protein
JDHLPIAI_00013	gene	1743	msbA_1			
JDHLPIAI_00013	CDS	1743	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
JDHLPIAI_00014	gene	1719				
JDHLPIAI_00014	CDS	1719		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
JDHLPIAI_00015	gene	1740				
JDHLPIAI_00015	CDS	1740				hypothetical protein
JDHLPIAI_00016	gene	600				
JDHLPIAI_00016	CDS	600				hypothetical protein
JDHLPIAI_00017	gene	672				
JDHLPIAI_00017	CDS	672				hypothetical protein
JDHLPIAI_00018	gene	354				
JDHLPIAI_00018	CDS	354				hypothetical protein
JDHLPIAI_00019	gene	450				
JDHLPIAI_00019	CDS	450				hypothetical protein
JDHLPIAI_00020	gene	1083				
JDHLPIAI_00020	CDS	1083				hypothetical protein
JDHLPIAI_00021	gene	495	sigM_1			
JDHLPIAI_00021	CDS	495	sigM_1		COG1595	ECF RNA polymerase sigma factor SigM
JDHLPIAI_00022	gene	1269				
JDHLPIAI_00022	CDS	1269				hypothetical protein
JDHLPIAI_00023	gene	549				
JDHLPIAI_00023	CDS	549				hypothetical protein
JDHLPIAI_00024	gene	2190				
JDHLPIAI_00024	CDS	2190				hypothetical protein
JDHLPIAI_00025	gene	282				
JDHLPIAI_00025	CDS	282				hypothetical protein
JDHLPIAI_00026	gene	846	artP_1			
JDHLPIAI_00026	CDS	846	artP_1		COG0834	Arginine-binding extracellular protein ArtP
JDHLPIAI_00027	gene	675	artQ_1			
JDHLPIAI_00027	CDS	675	artQ_1		COG0765	Arginine transport system permease protein ArtQ
JDHLPIAI_00028	gene	744	artM_1			
JDHLPIAI_00028	CDS	744	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
JDHLPIAI_00029	gene	606	rpsD			
JDHLPIAI_00029	CDS	606	rpsD		COG0522	30S ribosomal protein S4
JDHLPIAI_00030	gene	885	dapA			
JDHLPIAI_00030	CDS	885	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
JDHLPIAI_00031	gene	1194	sdaB			
JDHLPIAI_00031	CDS	1194	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
JDHLPIAI_00032	gene	477				
JDHLPIAI_00032	CDS	477				hypothetical protein
JDHLPIAI_00033	gene	540				
JDHLPIAI_00033	CDS	540				hypothetical protein
JDHLPIAI_00034	gene	438				
JDHLPIAI_00034	CDS	438				hypothetical protein
JDHLPIAI_00035	gene	849				
JDHLPIAI_00035	CDS	849				hypothetical protein
JDHLPIAI_00036	gene	996	rhaR_1			
JDHLPIAI_00036	CDS	996	rhaR_1			HTH-type transcriptional activator RhaR
JDHLPIAI_00037	gene	1758	hepA			
JDHLPIAI_00037	CDS	1758	hepA		COG1132	Heterocyst differentiation ATP-binding protein HepA
JDHLPIAI_00038	gene	1725				
JDHLPIAI_00038	CDS	1725			COG1132	putative ABC transporter ATP-binding protein
JDHLPIAI_00039	gene	582				
JDHLPIAI_00039	CDS	582				hypothetical protein
JDHLPIAI_00040	gene	690	ecfT_2			
JDHLPIAI_00040	CDS	690	ecfT_2			Energy-coupling factor transporter transmembrane protein EcfT
JDHLPIAI_00041	gene	1371	ykoD_2			
JDHLPIAI_00041	CDS	1371	ykoD_2	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
JDHLPIAI_00042	gene	795	COQ5			
JDHLPIAI_00042	CDS	795	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
JDHLPIAI_00043	gene	876	hslO			
JDHLPIAI_00043	CDS	876	hslO		COG1281	33 kDa chaperonin
JDHLPIAI_00044	gene	735	rsuA			
JDHLPIAI_00044	CDS	735	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
JDHLPIAI_00045	gene	1371	rlmCD			
JDHLPIAI_00045	CDS	1371	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
JDHLPIAI_00046	gene	453				
JDHLPIAI_00046	CDS	453				hypothetical protein
JDHLPIAI_00047	gene	894				
JDHLPIAI_00047	CDS	894				hypothetical protein
JDHLPIAI_00048	gene	1023				
JDHLPIAI_00048	CDS	1023				hypothetical protein
JDHLPIAI_00049	gene	516				
JDHLPIAI_00049	CDS	516				hypothetical protein
JDHLPIAI_00050	gene	1011	lytC_1			
JDHLPIAI_00050	CDS	1011	lytC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
JDHLPIAI_00051	gene	855				
JDHLPIAI_00051	CDS	855				hypothetical protein
JDHLPIAI_00052	gene	435				
JDHLPIAI_00052	CDS	435				hypothetical protein
JDHLPIAI_00053	gene	837				
JDHLPIAI_00053	CDS	837				hypothetical protein
JDHLPIAI_00054	gene	297				
JDHLPIAI_00054	CDS	297				hypothetical protein
JDHLPIAI_00055	gene	636				
JDHLPIAI_00055	CDS	636				hypothetical protein
JDHLPIAI_00056	gene	675				
JDHLPIAI_00056	CDS	675				hypothetical protein
JDHLPIAI_00057	gene	678				
JDHLPIAI_00057	CDS	678				hypothetical protein
JDHLPIAI_00058	gene	654				
JDHLPIAI_00058	CDS	654				hypothetical protein
JDHLPIAI_00059	gene	1188	norV			
JDHLPIAI_00059	CDS	1188	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
JDHLPIAI_00060	gene	552	bioY			
JDHLPIAI_00060	CDS	552	bioY		COG1268	Biotin transporter BioY
JDHLPIAI_00061	gene	825	aroF			
JDHLPIAI_00061	CDS	825	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
JDHLPIAI_00062	gene	1824	aroB			
JDHLPIAI_00062	CDS	1824	aroB	4.2.3.4		3-dehydroquinate synthase
JDHLPIAI_00063	gene	852				
JDHLPIAI_00063	CDS	852				hypothetical protein
JDHLPIAI_00064	gene	1353	mepA_1			
JDHLPIAI_00064	CDS	1353	mepA_1			Multidrug export protein MepA
JDHLPIAI_00065	gene	678	srtA			
JDHLPIAI_00065	CDS	678	srtA	3.4.22.-	COG3764	Sortase A
JDHLPIAI_00066	gene	921				
JDHLPIAI_00066	CDS	921				hypothetical protein
JDHLPIAI_00067	gene	2241				
JDHLPIAI_00067	CDS	2241				hypothetical protein
JDHLPIAI_00068	gene	1128				
