locus_tag	ftype	length_bp	gene	EC_number	COG	product
KOGLFFLK_00001	gene	74				
KOGLFFLK_00001	tRNA	74				tRNA-Glu(ttc)
KOGLFFLK_00002	gene	73				
KOGLFFLK_00002	tRNA	73				tRNA-Asn(gtt)
KOGLFFLK_00003	gene	105				
KOGLFFLK_00003	rRNA	105				5S ribosomal RNA
KOGLFFLK_00004	gene	1989	tkt			
KOGLFFLK_00004	CDS	1989	tkt	2.2.1.1		Transketolase
KOGLFFLK_00005	gene	960				
KOGLFFLK_00005	CDS	960				hypothetical protein
KOGLFFLK_00006	gene	579				
KOGLFFLK_00006	CDS	579				hypothetical protein
KOGLFFLK_00007	gene	465				
KOGLFFLK_00007	CDS	465				hypothetical protein
KOGLFFLK_00008	gene	405				
KOGLFFLK_00008	CDS	405				hypothetical protein
KOGLFFLK_00009	gene	591	ogt			
KOGLFFLK_00009	CDS	591	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
KOGLFFLK_00010	gene	990	asd_1			
KOGLFFLK_00010	CDS	990	asd_1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
KOGLFFLK_00011	gene	1338	hom			
KOGLFFLK_00011	CDS	1338	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
KOGLFFLK_00012	gene	1050	thrC			
KOGLFFLK_00012	CDS	1050	thrC	4.2.3.1	COG0498	Threonine synthase
KOGLFFLK_00013	gene	909	thrB			
KOGLFFLK_00013	CDS	909	thrB	2.7.1.39	COG0083	Homoserine kinase
KOGLFFLK_00014	gene	1221	ask			
KOGLFFLK_00014	CDS	1221	ask	2.7.2.4	COG0527	Aspartokinase
KOGLFFLK_00015	gene	828	COQ3			
KOGLFFLK_00015	CDS	828	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
KOGLFFLK_00016	gene	1014	gloB_1			
KOGLFFLK_00016	CDS	1014	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
KOGLFFLK_00017	gene	1548	carA_1			
KOGLFFLK_00017	CDS	1548	carA_1	2.8.3.23	COG4670	Caffeate CoA-transferase
KOGLFFLK_00018	gene	960	dusB			
KOGLFFLK_00018	CDS	960	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
KOGLFFLK_00019	gene	768	coaX			
KOGLFFLK_00019	CDS	768	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
KOGLFFLK_00020	gene	984	birA			
KOGLFFLK_00020	CDS	984	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
KOGLFFLK_00021	gene	756				
KOGLFFLK_00021	CDS	756				hypothetical protein
KOGLFFLK_00022	gene	405				
KOGLFFLK_00022	CDS	405				hypothetical protein
KOGLFFLK_00023	gene	2043	ftsH_1			
KOGLFFLK_00023	CDS	2043	ftsH_1	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
KOGLFFLK_00024	gene	1380	tilS			
KOGLFFLK_00024	CDS	1380	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
