locus_tag	ftype	length_bp	gene	EC_number	COG	product
AKBMDOOL_00001	gene	1731	cdr			
AKBMDOOL_00001	CDS	1731	cdr	1.8.1.14		Coenzyme A disulfide reductase
AKBMDOOL_00002	gene	288	pagR			
AKBMDOOL_00002	CDS	288	pagR			Transcriptional repressor PagR
AKBMDOOL_00003	gene	546	hpt_1			
AKBMDOOL_00003	CDS	546	hpt_1	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
AKBMDOOL_00004	gene	723	engB			
AKBMDOOL_00004	CDS	723	engB			GTP-binding protein EngB
AKBMDOOL_00005	gene	2424	lon1			
AKBMDOOL_00005	CDS	2424	lon1	3.4.21.53	COG0466	Lon protease 1
AKBMDOOL_00006	gene	468				
AKBMDOOL_00006	CDS	468				hypothetical protein
AKBMDOOL_00007	gene	522				
AKBMDOOL_00007	CDS	522				hypothetical protein
AKBMDOOL_00008	gene	240				
AKBMDOOL_00008	CDS	240				hypothetical protein
AKBMDOOL_00009	gene	1455				
AKBMDOOL_00009	CDS	1455				hypothetical protein
AKBMDOOL_00010	gene	1701	argS			
AKBMDOOL_00010	CDS	1701	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
AKBMDOOL_00011	gene	468				
AKBMDOOL_00011	CDS	468				hypothetical protein
AKBMDOOL_00012	gene	2424	mutS2			
AKBMDOOL_00012	CDS	2424	mutS2	3.1.-.-		Endonuclease MutS2
AKBMDOOL_00013	gene	1449	pepD_1			
AKBMDOOL_00013	CDS	1449	pepD_1	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
AKBMDOOL_00014	gene	876				
AKBMDOOL_00014	CDS	876			COG1307	Fatty acid-binding protein
AKBMDOOL_00015	gene	471	trmL			
AKBMDOOL_00015	CDS	471	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
AKBMDOOL_00016	gene	639	pdg			
AKBMDOOL_00016	CDS	639	pdg			Ultraviolet N-glycosylase/AP lyase
AKBMDOOL_00017	gene	1656	udk			
AKBMDOOL_00017	CDS	1656	udk	2.7.1.48		Uridine kinase
AKBMDOOL_00018	gene	606	sipT			
AKBMDOOL_00018	CDS	606	sipT	3.4.21.89	COG0681	Signal peptidase I T
AKBMDOOL_00019	gene	1494	rsmF			
AKBMDOOL_00019	CDS	1494	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
AKBMDOOL_00020	gene	591				
AKBMDOOL_00020	CDS	591				hypothetical protein
AKBMDOOL_00021	gene	1314	pdp			
AKBMDOOL_00021	CDS	1314	pdp	2.4.2.2		Pyrimidine-nucleoside phosphorylase
AKBMDOOL_00022	gene	3783	purL			
AKBMDOOL_00022	CDS	3783	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
AKBMDOOL_00023	gene	1269	purD			
AKBMDOOL_00023	CDS	1269	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
AKBMDOOL_00024	gene	1533	purH			
AKBMDOOL_00024	CDS	1533	purH			Bifunctional purine biosynthesis protein PurH
AKBMDOOL_00025	gene	594	purN			
AKBMDOOL_00025	CDS	594	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
AKBMDOOL_00026	gene	1077	purM			
AKBMDOOL_00026	CDS	1077	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
AKBMDOOL_00027	gene	477	purE			
AKBMDOOL_00027	CDS	477	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
AKBMDOOL_00028	gene	2481				
AKBMDOOL_00028	CDS	2481				hypothetical protein
AKBMDOOL_00029	gene	708	ytrE_1			
AKBMDOOL_00029	CDS	708	ytrE_1		COG1136	ABC transporter ATP-binding protein YtrE
AKBMDOOL_00030	gene	291				
AKBMDOOL_00030	CDS	291				hypothetical protein
AKBMDOOL_00031	gene	1506	glpK			
AKBMDOOL_00031	CDS	1506	glpK	2.7.1.30	COG0554	Glycerol kinase
AKBMDOOL_00032	gene	147				
AKBMDOOL_00032	CDS	147				hypothetical protein
AKBMDOOL_00033	gene	1788	pepF1			
AKBMDOOL_00033	CDS	1788	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
AKBMDOOL_00034	gene	528				
AKBMDOOL_00034	CDS	528				hypothetical protein
AKBMDOOL_00035	gene	1083	hhoB			
AKBMDOOL_00035	CDS	1083	hhoB			Putative serine protease HhoB
AKBMDOOL_00036	gene	1326	pepC			
AKBMDOOL_00036	CDS	1326	pepC	3.4.22.40	COG3579	Aminopeptidase C
AKBMDOOL_00037	gene	1311				
AKBMDOOL_00037	CDS	1311				hypothetical protein
AKBMDOOL_00038	gene	945	hmo_1			
AKBMDOOL_00038	CDS	945	hmo_1	1.1.3.46		4-hydroxymandelate oxidase
AKBMDOOL_00039	gene	939				
AKBMDOOL_00039	CDS	939				hypothetical protein
AKBMDOOL_00040	gene	576				
AKBMDOOL_00040	CDS	576				hypothetical protein
AKBMDOOL_00041	gene	270	atpC			
AKBMDOOL_00041	CDS	270	atpC			ATP synthase epsilon chain
AKBMDOOL_00042	gene	1401	atpD			
AKBMDOOL_00042	CDS	1401	atpD	7.2.2.1	COG0055	ATP synthase subunit beta, sodium ion specific
AKBMDOOL_00043	gene	999	atpG			
AKBMDOOL_00043	CDS	999	atpG		COG0224	ATP synthase gamma chain, sodium ion specific
AKBMDOOL_00044	gene	1503	atpA			
AKBMDOOL_00044	CDS	1503	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
AKBMDOOL_00045	gene	543	atpH			
