locus_tag	ftype	length_bp	gene	EC_number	COG	product
CKPCHOMJ_00001	gene	2016	mfd			
CKPCHOMJ_00001	CDS	2016	mfd	3.6.4.-		Transcription-repair-coupling factor
CKPCHOMJ_00002	gene	1062	prsA_1			
CKPCHOMJ_00002	CDS	1062	prsA_1	5.2.1.8		Foldase protein PrsA
CKPCHOMJ_00003	gene	1623	murJ_1			
CKPCHOMJ_00003	CDS	1623	murJ_1		COG2244	Lipid II flippase MurJ
CKPCHOMJ_00004	gene	1014				
CKPCHOMJ_00004	CDS	1014				hypothetical protein
CKPCHOMJ_00005	gene	282	hup			
CKPCHOMJ_00005	CDS	282	hup			DNA-binding protein HU
CKPCHOMJ_00006	gene	240				
CKPCHOMJ_00006	CDS	240			COG1188	putative protein
CKPCHOMJ_00007	gene	894	gtaB			
CKPCHOMJ_00007	CDS	894	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
CKPCHOMJ_00008	gene	1443	rho			
CKPCHOMJ_00008	CDS	1443	rho	3.6.4.-		Transcription termination factor Rho
CKPCHOMJ_00009	gene	201	rpmE			
CKPCHOMJ_00009	CDS	201	rpmE		COG0254	50S ribosomal protein L31
CKPCHOMJ_00010	gene	3240				
CKPCHOMJ_00010	CDS	3240				hypothetical protein
CKPCHOMJ_00011	gene	327				
CKPCHOMJ_00011	CDS	327				hypothetical protein
CKPCHOMJ_00012	gene	726				
CKPCHOMJ_00012	CDS	726				hypothetical protein
CKPCHOMJ_00013	gene	915	prmC			
CKPCHOMJ_00013	CDS	915	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
CKPCHOMJ_00014	gene	1065	prfA			
CKPCHOMJ_00014	CDS	1065	prfA		COG0216	Peptide chain release factor 1
CKPCHOMJ_00015	gene	1038	ywlC			
CKPCHOMJ_00015	CDS	1038	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
CKPCHOMJ_00016	gene	447	ywlF			
CKPCHOMJ_00016	CDS	447	ywlF	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
CKPCHOMJ_00017	gene	630	upp			
CKPCHOMJ_00017	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
CKPCHOMJ_00018	gene	240				
CKPCHOMJ_00018	CDS	240				hypothetical protein
CKPCHOMJ_00019	gene	387				
CKPCHOMJ_00019	CDS	387				hypothetical protein
CKPCHOMJ_00020	gene	705	atpB			
CKPCHOMJ_00020	CDS	705	atpB		COG0356	ATP synthase subunit a
CKPCHOMJ_00021	gene	264	atpE			
CKPCHOMJ_00021	CDS	264	atpE			ATP synthase subunit c, sodium ion specific
CKPCHOMJ_00022	gene	507	atpF			
CKPCHOMJ_00022	CDS	507	atpF			ATP synthase subunit b, sodium ion specific
CKPCHOMJ_00023	gene	543	atpH			
CKPCHOMJ_00023	CDS	543	atpH			ATP synthase subunit delta, sodium ion specific
CKPCHOMJ_00024	gene	1503	atpA			
CKPCHOMJ_00024	CDS	1503	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
CKPCHOMJ_00025	gene	999	atpG			
CKPCHOMJ_00025	CDS	999	atpG		COG0224	ATP synthase gamma chain, sodium ion specific
CKPCHOMJ_00026	gene	1401	atpD			
CKPCHOMJ_00026	CDS	1401	atpD	7.2.2.1	COG0055	ATP synthase subunit beta, sodium ion specific
CKPCHOMJ_00027	gene	270	atpC			
CKPCHOMJ_00027	CDS	270	atpC		COG0355	ATP synthase epsilon chain
CKPCHOMJ_00028	gene	576				
CKPCHOMJ_00028	CDS	576				hypothetical protein
CKPCHOMJ_00029	gene	939				
CKPCHOMJ_00029	CDS	939				hypothetical protein
CKPCHOMJ_00030	gene	945	hmo			
CKPCHOMJ_00030	CDS	945	hmo	1.1.3.46		4-hydroxymandelate oxidase
CKPCHOMJ_00031	gene	1311				
CKPCHOMJ_00031	CDS	1311				hypothetical protein
CKPCHOMJ_00032	gene	1326	pepC			
CKPCHOMJ_00032	CDS	1326	pepC	3.4.22.40	COG3579	Aminopeptidase C
CKPCHOMJ_00033	gene	1083	hhoB			
CKPCHOMJ_00033	CDS	1083	hhoB			Putative serine protease HhoB
CKPCHOMJ_00034	gene	528				
CKPCHOMJ_00034	CDS	528				hypothetical protein
CKPCHOMJ_00035	gene	1788	pepF1			
CKPCHOMJ_00035	CDS	1788	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
CKPCHOMJ_00036	gene	147				
CKPCHOMJ_00036	CDS	147				hypothetical protein
CKPCHOMJ_00037	gene	1506	glpK			
CKPCHOMJ_00037	CDS	1506	glpK	2.7.1.30	COG0554	Glycerol kinase
CKPCHOMJ_00038	gene	291				
CKPCHOMJ_00038	CDS	291				hypothetical protein
CKPCHOMJ_00039	gene	708	ytrE			
CKPCHOMJ_00039	CDS	708	ytrE		COG1136	ABC transporter ATP-binding protein YtrE
CKPCHOMJ_00040	gene	2481				
CKPCHOMJ_00040	CDS	2481				hypothetical protein
CKPCHOMJ_00041	gene	1446	proS			
CKPCHOMJ_00041	CDS	1446	proS	6.1.1.15	COG0442	Proline--tRNA ligase
CKPCHOMJ_00042	gene	1092	yacL			
CKPCHOMJ_00042	CDS	1092	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
CKPCHOMJ_00043	gene	1077	disA			
CKPCHOMJ_00043	CDS	1077	disA	2.7.7.85	COG1623	DNA integrity scanning protein DisA
CKPCHOMJ_00044	gene	1380	radA			
CKPCHOMJ_00044	CDS	1380	radA	3.6.4.-	COG1066	DNA repair protein RadA
CKPCHOMJ_00045	gene	219				
CKPCHOMJ_00045	CDS	219				hypothetical protein
CKPCHOMJ_00046	gene	1245				
CKPCHOMJ_00046	CDS	1245				hypothetical protein
CKPCHOMJ_00047	gene	999				
CKPCHOMJ_00047	CDS	999				hypothetical protein
CKPCHOMJ_00048	gene	1959	fusA_1			
CKPCHOMJ_00048	CDS	1959	fusA_1		COG0480	Elongation factor G
CKPCHOMJ_00049	gene	366				
CKPCHOMJ_00049	CDS	366				hypothetical protein
CKPCHOMJ_00050	gene	1041				
CKPCHOMJ_00050	CDS	1041				hypothetical protein
CKPCHOMJ_00051	gene	2016	gdpP			
CKPCHOMJ_00051	CDS	2016	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
CKPCHOMJ_00052	gene	447	rplI			
CKPCHOMJ_00052	CDS	447	rplI			50S ribosomal protein L9
CKPCHOMJ_00053	gene	1338	dnaC			
CKPCHOMJ_00053	CDS	1338	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
CKPCHOMJ_00054	gene	990	dnaA_1			
CKPCHOMJ_00054	CDS	990	dnaA_1			Chromosomal replication initiator protein DnaA
CKPCHOMJ_00055	gene	1050				
CKPCHOMJ_00055	CDS	1050				hypothetical protein
CKPCHOMJ_00056	gene	483	rlmH			
CKPCHOMJ_00056	CDS	483	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
