locus_tag	ftype	length_bp	gene	EC_number	COG	product
GNHACFID_00001	gene	1098				
GNHACFID_00001	CDS	1098				ISL3 family transposase IS1476
GNHACFID_00002	gene	921				
GNHACFID_00002	CDS	921				hypothetical protein
GNHACFID_00003	gene	507	yfbM			
GNHACFID_00003	CDS	507	yfbM			Protein YfbM
GNHACFID_00004	gene	405				
GNHACFID_00004	CDS	405				hypothetical protein
GNHACFID_00005	gene	363				
GNHACFID_00005	CDS	363				hypothetical protein
GNHACFID_00006	gene	357				
GNHACFID_00006	CDS	357				hypothetical protein
GNHACFID_00007	gene	633				
GNHACFID_00007	CDS	633				hypothetical protein
GNHACFID_00008	gene	1134				
GNHACFID_00008	CDS	1134				hypothetical protein
GNHACFID_00009	gene	495				
GNHACFID_00009	CDS	495				hypothetical protein
GNHACFID_00010	gene	723				
GNHACFID_00010	CDS	723				hypothetical protein
GNHACFID_00011	gene	618				
GNHACFID_00011	CDS	618				hypothetical protein
GNHACFID_00012	gene	1308				
GNHACFID_00012	CDS	1308				hypothetical protein
GNHACFID_00013	gene	3702				
GNHACFID_00013	CDS	3702				hypothetical protein
GNHACFID_00014	gene	177				
GNHACFID_00014	CDS	177				hypothetical protein
GNHACFID_00015	gene	684	tcrA			
GNHACFID_00015	CDS	684	tcrA		COG0745	Transcriptional regulatory protein TcrA
GNHACFID_00016	gene	1260	sasA_1			
GNHACFID_00016	CDS	1260	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
GNHACFID_00017	gene	1578				
GNHACFID_00017	CDS	1578				hypothetical protein
GNHACFID_00018	gene	411				
GNHACFID_00018	CDS	411				hypothetical protein
GNHACFID_00019	gene	1032				
GNHACFID_00019	CDS	1032				hypothetical protein
GNHACFID_00020	gene	834				
GNHACFID_00020	CDS	834				hypothetical protein
GNHACFID_00021	gene	732				
GNHACFID_00021	CDS	732				hypothetical protein
GNHACFID_00022	gene	1218	dctA			
GNHACFID_00022	CDS	1218	dctA		COG1301	C4-dicarboxylate transport protein
GNHACFID_00023	gene	912	pyrB			
GNHACFID_00023	CDS	912	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
GNHACFID_00024	gene	690	pyrK			
GNHACFID_00024	CDS	690	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
GNHACFID_00025	gene	903	pyrD			
