locus_tag	ftype	length_bp	gene	EC_number	COG	product
KJPHKLPM_00001	gene	645				
KJPHKLPM_00001	CDS	645				hypothetical protein
KJPHKLPM_00002	gene	504				
KJPHKLPM_00002	CDS	504				hypothetical protein
KJPHKLPM_00003	gene	1140	pgl			
KJPHKLPM_00003	CDS	1140	pgl	3.1.1.31		6-phosphogluconolactonase
KJPHKLPM_00004	gene	369	rplL			
KJPHKLPM_00004	CDS	369	rplL			50S ribosomal protein L7/L12
KJPHKLPM_00005	gene	522	rplJ			
KJPHKLPM_00005	CDS	522	rplJ		COG0244	50S ribosomal protein L10
KJPHKLPM_00006	gene	699	rplA			
KJPHKLPM_00006	CDS	699	rplA			50S ribosomal protein L1
KJPHKLPM_00007	gene	426	rplK			
KJPHKLPM_00007	CDS	426	rplK		COG0080	50S ribosomal protein L11
KJPHKLPM_00008	gene	543	nusG			
KJPHKLPM_00008	CDS	543	nusG			Transcription termination/antitermination protein NusG
KJPHKLPM_00009	gene	207	secE			
KJPHKLPM_00009	CDS	207	secE			Protein translocase subunit SecE
KJPHKLPM_00010	gene	150	rpmG2			
KJPHKLPM_00010	CDS	150	rpmG2			50S ribosomal protein L33 2
KJPHKLPM_00011	gene	489	queT			
KJPHKLPM_00011	CDS	489	queT		COG4708	Queuosine precursor transporter QueT
KJPHKLPM_00012	gene	696				
KJPHKLPM_00012	CDS	696				hypothetical protein
KJPHKLPM_00013	gene	1224	pepT			
KJPHKLPM_00013	CDS	1224	pepT	3.4.11.4	COG2195	Peptidase T
KJPHKLPM_00014	gene	75				
KJPHKLPM_00014	tRNA	75				tRNA-Arg(tcg)
KJPHKLPM_00015	gene	402				
KJPHKLPM_00015	CDS	402				hypothetical protein
KJPHKLPM_00016	gene	75				
KJPHKLPM_00016	tRNA	75				tRNA-Arg(cct)
KJPHKLPM_00017	gene	1200	gerN			
KJPHKLPM_00017	CDS	1200	gerN		COG0475	Na(+)/H(+)-K(+) antiporter GerN
KJPHKLPM_00018	gene	447				
KJPHKLPM_00018	CDS	447				hypothetical protein
KJPHKLPM_00019	gene	702				
KJPHKLPM_00019	CDS	702		1.11.1.15	COG0450	Peroxiredoxin
KJPHKLPM_00020	gene	3555	rpoC			
KJPHKLPM_00020	CDS	3555	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
KJPHKLPM_00021	gene	96				
KJPHKLPM_00021	CDS	96				hypothetical protein
KJPHKLPM_00022	gene	3747	rpoB			
KJPHKLPM_00022	CDS	3747	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
KJPHKLPM_00023	gene	1056				
KJPHKLPM_00023	CDS	1056				hypothetical protein
KJPHKLPM_00024	gene	927				
KJPHKLPM_00024	CDS	927				hypothetical protein
KJPHKLPM_00025	gene	1698				
KJPHKLPM_00025	CDS	1698			COG1132	putative ABC transporter ATP-binding/permease protein
KJPHKLPM_00026	gene	1764				
KJPHKLPM_00026	CDS	1764		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
KJPHKLPM_00027	gene	1782				
KJPHKLPM_00027	CDS	1782				hypothetical protein
KJPHKLPM_00028	gene	618				
KJPHKLPM_00028	CDS	618				hypothetical protein
KJPHKLPM_00029	gene	540	clcA			
KJPHKLPM_00029	CDS	540	clcA			H(+)/Cl(-) exchange transporter ClcA
KJPHKLPM_00030	gene	1872	yjcD			
KJPHKLPM_00030	CDS	1872	yjcD	3.6.4.12	COG0210	Putative ATP-dependent DNA helicase YjcD
KJPHKLPM_00031	gene	885				
KJPHKLPM_00031	CDS	885				hypothetical protein
KJPHKLPM_00032	gene	858	pdxS			
KJPHKLPM_00032	CDS	858	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
KJPHKLPM_00033	gene	1362	gabR			
KJPHKLPM_00033	CDS	1362	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
KJPHKLPM_00034	gene	300				
KJPHKLPM_00034	CDS	300				hypothetical protein
KJPHKLPM_00035	gene	1173				
KJPHKLPM_00035	CDS	1173				hypothetical protein
KJPHKLPM_00036	gene	1227	dltD			
KJPHKLPM_00036	CDS	1227	dltD		COG3966	Protein DltD
KJPHKLPM_00037	gene	126				
KJPHKLPM_00037	CDS	126				hypothetical protein
KJPHKLPM_00038	gene	1599	dltA			
KJPHKLPM_00038	CDS	1599	dltA	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
KJPHKLPM_00039	gene	1161				
KJPHKLPM_00039	CDS	1161				hypothetical protein
KJPHKLPM_00040	gene	237	dltC			
KJPHKLPM_00040	CDS	237	dltC		COG0236	D-alanyl carrier protein
KJPHKLPM_00041	gene	2403				
