/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1054072683.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1139649441.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1144951054.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1258830543.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1298764684.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1320594213.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1397959382.fa	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1481017136.fa	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1589999918.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1711248448.fa	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1922778822.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1943218292.fna	mags/M1011017846.fna	1	1	0/10000
M1563055935	mags/M1011017846.fna	1	1	0/10000
M1025820189	mags/M1011017846.fna	1	1	0/10000
M1902073223	mags/M1011017846.fna	1	1	0/10000
M1636506021	mags/M1011017846.fna	1	1	0/10000
M1903059812	mags/M1011017846.fna	1	1	0/10000
M1203829651	mags/M1011017846.fna	1	1	0/10000
M1212168136	mags/M1011017846.fna	1	1	0/10000
M1357042305	mags/M1011017846.fna	1	1	0/10000
M1131281493	mags/M1011017846.fna	1	1	0/10000
M1805572915	mags/M1011017846.fna	1	1	0/10000
M1607014212	mags/M1011017846.fna	1	1	0/10000
M1193523867	mags/M1011017846.fna	1	1	0/10000
M1918363492	mags/M1011017846.fna	1	1	0/10000
M1569154492	mags/M1011017846.fna	1	1	0/10000
M1837143926	mags/M1011017846.fna	1	1	0/10000
M1787190746	mags/M1011017846.fna	1	1	0/10000
M1684678732	mags/M1011017846.fna	1	1	0/10000
M1199750108	mags/M1011017846.fna	1	1	0/10000
M1941939229	mags/M1011017846.fna	1	1	0/10000
M1056439619	mags/M1011017846.fna	1	1	0/10000
M1558998081	mags/M1011017846.fna	1	1	0/10000
M1364532370	mags/M1011017846.fna	1	1	0/10000
M1945483147	mags/M1011017846.fna	1	1	0/10000
M1983823995	mags/M1011017846.fna	1	1	0/10000
M1441722872	mags/M1011017846.fna	1	1	0/10000
M1123917814	mags/M1011017846.fna	1	1	0/10000
M1412900010	mags/M1011017846.fna	1	1	0/10000
M1304814068	mags/M1011017846.fna	1	1	0/10000
M1404759258	mags/M1011017846.fna	1	1	0/10000
M1311088987	mags/M1011017846.fna	1	1	0/10000
M1151943075	mags/M1011017846.fna	1	1	0/10000
M1361483260	mags/M1011017846.fna	1	1	0/10000
M1849401901	mags/M1011017846.fna	1	1	0/10000
