/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1066379275.fna	mags/M1011017846.fna	0.372583	9.16419e-07	2/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1195789243.fna	mags/M1011017846.fna	0.328965	1.17596e-16	5/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1224799486.fa	mags/M1011017846.fna	0.328965	8.79978e-17	5/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1246207429.fna	mags/M1011017846.fna	0.320287	1.31231e-20	6/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1307810685.fna	mags/M1011017846.fna	0.339586	2.04505e-13	4/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1312879519.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1333792424.fa	mags/M1011017846.fna	0.372583	1.29281e-06	2/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1348228862.fna	mags/M1011017846.fna	0.328965	8.34835e-17	5/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1392970666.fna	mags/M1011017846.fna	0.320287	2.03857e-20	6/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1412296452.fa	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1555950476.fna	mags/M1011017846.fna	0.372583	1.47561e-06	2/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1559301989.fna	mags/M1011017846.fna	0.328965	2.4561e-17	5/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1567144244.fna	mags/M1011017846.fna	0.372583	7.2898e-07	2/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1628617292.fa	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1679983118.fna	mags/M1011017846.fna	0.372583	1.31302e-06	2/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1700003514.fna	mags/M1011017846.fna	0.328965	1.28791e-16	5/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1746096118.fna	mags/M1011017846.fna	0.328965	6.53837e-17	5/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1840311939.fa	mags/M1011017846.fna	0.339586	7.25605e-14	4/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1903378003.fna	mags/M1011017846.fna	0.339586	2.26441e-13	4/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1961773930.fa	mags/M1011017846.fna	0.328965	6.33354e-17	5/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1964902109.fa	mags/M1011017846.fna	0.312952	4.28193e-24	7/10000
M1213508369	mags/M1011017846.fna	1	1	0/10000
M1590433149	mags/M1011017846.fna	0.328965	6.60649e-17	5/10000
M1095116797	mags/M1011017846.fna	0.328965	5.11319e-17	5/10000
M1641279080	mags/M1011017846.fna	0.35328	6.94792e-10	3/10000
M1024800211	mags/M1011017846.fna	0.35328	7.34879e-10	3/10000
M1377111508	mags/M1011017846.fna	0.339586	2.66772e-13	4/10000
M1663183021	mags/M1011017846.fna	0.312952	1.86258e-24	7/10000
M1675287809	mags/M1011017846.fna	0.405585	0.00160205	1/10000
M1027092569	mags/M1011017846.fna	0.328965	4.27357e-17	5/10000
M1686371338	mags/M1011017846.fna	0.320287	1.26773e-20	6/10000
M1281465441	mags/M1011017846.fna	0.328965	6.20137e-17	5/10000
M1788802872	mags/M1011017846.fna	0.339586	2.73756e-13	4/10000
M1591938616	mags/M1011017846.fna	0.372583	6.96237e-07	2/10000
M1449116272	mags/M1011017846.fna	0.320287	2.05814e-20	6/10000
M1075923374	mags/M1011017846.fna	0.328965	6.80478e-17	5/10000
M1432336383	mags/M1011017846.fna	0.328965	2.18666e-17	5/10000
M1148840429	mags/M1011017846.fna	0.328965	7.98067e-17	5/10000
M1287606869	mags/M1011017846.fna	0.405585	0.00140935	1/10000
M1563273809	mags/M1011017846.fna	0.320287	1.96174e-20	6/10000
M1937832644	mags/M1011017846.fna	0.35328	5.56423e-10	3/10000
M1843239079	mags/M1011017846.fna	0.328965	1.74882e-17	5/10000
M1364363122	mags/M1011017846.fna	0.372583	6.87401e-07	2/10000
M1071030733	mags/M1011017846.fna	0.328965	6.95415e-17	5/10000
M1318624282	mags/M1011017846.fna	1	1	0/10000
M1140083095	mags/M1011017846.fna	0.320287	2.24086e-20	6/10000
M1094503177	mags/M1011017846.fna	0.35328	6.14251e-10	3/10000
M1189355165	mags/M1011017846.fna	0.328965	8.92927e-17	5/10000
M1684283500	mags/M1011017846.fna	0.405585	0.00123726	1/10000
M1275224220	mags/M1011017846.fna	1	1	0/10000
M1766574258	mags/M1011017846.fna	0.320287	1.97593e-20	6/10000
M1809296827	mags/M1011017846.fna	0.328965	9.69432e-17	5/10000
M1308599712	mags/M1011017846.fna	0.405585	0.00132172	1/10000
M1386915011	mags/M1011017846.fna	0.312952	4.30358e-24	7/10000
M1895143174	mags/M1011017846.fna	1	1	0/10000
M1388451002	mags/M1011017846.fna	0.35328	5.75785e-10	3/10000
M1248813227	mags/M1011017846.fna	1	1	0/10000
M1892970598	mags/M1011017846.fna	0.320287	1.81338e-20	6/10000
M1954360809	mags/M1011017846.fna	0.339586	2.62865e-13	4/10000
M1093068865	mags/M1011017846.fna	1	1	0/10000
M1649237571	mags/M1011017846.fna	0.372583	1.1981e-06	2/10000
M1943302301	mags/M1011017846.fna	0.35328	6.6057e-10	3/10000
M1397004662	mags/M1011017846.fna	0.339586	2.70571e-13	4/10000
M1203476108	mags/M1011017846.fna	0.320287	1.49769e-20	6/10000
M1774529843	mags/M1011017846.fna	0.405585	0.00134139	1/10000
M1591342588	mags/M1011017846.fna	0.339586	2.45915e-13	4/10000
M1861969162	mags/M1011017846.fna	0.328965	9.08246e-17	5/10000
M1387131500	mags/M1011017846.fna	0.312952	4.38184e-24	7/10000
M1332797145	mags/M1011017846.fna	0.339586	2.56269e-13	4/10000
M1212471499	mags/M1011017846.fna	1	1	0/10000
M1123770883	mags/M1011017846.fna	0.328965	8.24097e-17	5/10000
M1787054934	mags/M1011017846.fna	0.328965	8.91926e-17	5/10000
M1656628445	mags/M1011017846.fna	0.328965	8.88491e-17	5/10000
M1067484895	mags/M1011017846.fna	0.405585	0.00119487	1/10000
M1093157408	mags/M1011017846.fna	0.328965	6.51157e-17	5/10000
M1446271972	mags/M1011017846.fna	0.320287	1.80087e-20	6/10000
M1597156868	mags/M1011017846.fna	0.328965	8.61182e-17	5/10000
M1730929390	mags/M1011017846.fna	0.339586	2.34257e-13	4/10000
M1462329166	mags/M1011017846.fna	0.405585	0.00159676	1/10000
M1633528201	mags/M1011017846.fna	1	1	0/10000
M1964808191	mags/M1011017846.fna	0.35328	4.61764e-10	3/10000
M1976411524	mags/M1011017846.fna	1	1	0/10000
M1277727895	mags/M1011017846.fna	0.372583	6.25921e-07	2/10000
M1940184293	mags/M1011017846.fna	0.372583	8.12569e-07	2/10000
M1032273797	mags/M1011017846.fna	0.320287	1.50371e-20	6/10000
M1173564034	mags/M1011017846.fna	1	1	0/10000
M1437337077	mags/M1011017846.fna	0.372583	1.1961e-06	2/10000
M1465235728	mags/M1011017846.fna	0.405585	0.00141891	1/10000
M1313483131	mags/M1011017846.fna	1	1	0/10000
M1793233368	mags/M1011017846.fna	0.320287	1.46616e-20	6/10000
M1425820274	mags/M1011017846.fna	0.372583	9.39565e-07	2/10000
M1916933788	mags/M1011017846.fna	0.35328	6.78581e-10	3/10000
M1846361984	mags/M1011017846.fna	0.328965	5.81823e-17	5/10000
M1916024166	mags/M1011017846.fna	0.35328	6.25414e-10	3/10000
M1402298166	mags/M1011017846.fna	0.320287	1.7075e-20	6/10000
M1725484675	mags/M1011017846.fna	1	1	0/10000
M1403382772	mags/M1011017846.fna	0.320287	2.32522e-20	6/10000
M1188327191	mags/M1011017846.fna	0.372583	1.2161e-06	2/10000
M1116065503	mags/M1011017846.fna	0.328965	9.14038e-17	5/10000
M1927072972	mags/M1011017846.fna	0.320287	2.16526e-20	6/10000
M1106339869	mags/M1011017846.fna	0.320287	2.24717e-20	6/10000
M1546329719	mags/M1011017846.fna	0.328965	7.41372e-17	5/10000
M1825282585	mags/M1011017846.fna	0.328965	6.54151e-17	5/10000
M1713788776	mags/M1011017846.fna	0.320287	1.01028e-20	6/10000
M1028683797	mags/M1011017846.fna	0.320287	2.2126e-20	6/10000
