/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1003579512.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1035579632.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1075869412.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1117757993.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1122756387.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1128502168.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1136243126.fa	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1146550223.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1233827138.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1315994590.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1366039269.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1459162857.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1491712787.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1502607506.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1520049623.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_mpuncochar/metarefsgb_jan22/workdir/bins_mask/M1577809090.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1661251283.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1701036716.fna	mags/M1011017846.fna	1	1	0/10000
/shares/CIBIO-Storage/CM/CMProd1/tmp_fcumbo/genomes/M1722685561.fna	mags/M1011017846.fna	1	1	0/10000
