locus_tag	ftype	length_bp	gene	EC_number	COG	product
GEFBOJOP_00001	gene	360	gmk			
GEFBOJOP_00001	CDS	360	gmk	2.7.4.8	COG0194	Guanylate kinase
GEFBOJOP_00002	gene	267	rpoZ			
GEFBOJOP_00002	CDS	267	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
GEFBOJOP_00003	gene	1212	undec1A			
GEFBOJOP_00003	CDS	1212	undec1A	4.1.1.-		Cysteine/Cysteine sulfinic acid decarboxylase
GEFBOJOP_00004	gene	2313	priA			
GEFBOJOP_00004	CDS	2313	priA	3.6.4.-	COG1198	Primosomal protein N'
GEFBOJOP_00005	gene	456	def1			
GEFBOJOP_00005	CDS	456	def1	3.5.1.88	COG0242	Peptide deformylase 1
GEFBOJOP_00006	gene	930	fmt			
GEFBOJOP_00006	CDS	930	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
GEFBOJOP_00007	gene	690				
GEFBOJOP_00007	CDS	690				hypothetical protein
GEFBOJOP_00008	gene	1344	rsmB			
GEFBOJOP_00008	CDS	1344	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
GEFBOJOP_00009	gene	1038	rlmN			
GEFBOJOP_00009	CDS	1038	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
GEFBOJOP_00010	gene	750	stp			
GEFBOJOP_00010	CDS	750	stp	3.1.3.16	COG0631	Serine/threonine phosphatase stp
GEFBOJOP_00011	gene	441				
GEFBOJOP_00011	CDS	441				hypothetical protein
GEFBOJOP_00012	gene	1422				
GEFBOJOP_00012	CDS	1422				hypothetical protein
GEFBOJOP_00013	gene	1227				
GEFBOJOP_00013	CDS	1227				hypothetical protein
GEFBOJOP_00014	gene	342	rplQ			
GEFBOJOP_00014	CDS	342	rplQ		COG0203	50S ribosomal protein L17
GEFBOJOP_00015	gene	948	rpoA			
GEFBOJOP_00015	CDS	948	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
GEFBOJOP_00016	gene	402	rpsK			
GEFBOJOP_00016	CDS	402	rpsK			30S ribosomal protein S11
GEFBOJOP_00017	gene	369	rpsM			
GEFBOJOP_00017	CDS	369	rpsM		COG0099	30S ribosomal protein S13
GEFBOJOP_00018	gene	114	rpmJ			
GEFBOJOP_00018	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
GEFBOJOP_00019	gene	219	infA			
GEFBOJOP_00019	CDS	219	infA		COG0361	Translation initiation factor IF-1
