locus_tag	ftype	length_bp	gene	EC_number	COG	product
FEEIKOBK_00001	gene	849	panC			
FEEIKOBK_00001	CDS	849	panC	6.3.2.1	COG0414	Pantothenate synthetase
FEEIKOBK_00002	gene	828	panB			
FEEIKOBK_00002	CDS	828	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
FEEIKOBK_00003	gene	885				
FEEIKOBK_00003	CDS	885				hypothetical protein
FEEIKOBK_00004	gene	201				
FEEIKOBK_00004	CDS	201				hypothetical protein
FEEIKOBK_00005	gene	615	sodA1			
FEEIKOBK_00005	CDS	615	sodA1	1.15.1.1		Superoxide dismutase [Mn] 1
FEEIKOBK_00006	gene	771				
FEEIKOBK_00006	CDS	771				hypothetical protein
FEEIKOBK_00007	gene	702	yidC2			
FEEIKOBK_00007	CDS	702	yidC2		COG0706	Membrane protein insertase YidC 2
FEEIKOBK_00008	gene	378	rnpA			
FEEIKOBK_00008	CDS	378	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
FEEIKOBK_00009	gene	135	rpmH			
FEEIKOBK_00009	CDS	135	rpmH		COG0230	50S ribosomal protein L34
FEEIKOBK_00010	gene	1365	dnaA_1			
FEEIKOBK_00010	CDS	1365	dnaA_1			Chromosomal replication initiator protein DnaA
FEEIKOBK_00011	gene	1104	dnaN			
FEEIKOBK_00011	CDS	1104	dnaN		COG0592	Beta sliding clamp
FEEIKOBK_00012	gene	210				
FEEIKOBK_00012	CDS	210				hypothetical protein
FEEIKOBK_00013	gene	1116	recF			
FEEIKOBK_00013	CDS	1116	recF		COG1195	DNA replication and repair protein RecF
FEEIKOBK_00014	gene	1908	gyrB			
FEEIKOBK_00014	CDS	1908	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
FEEIKOBK_00015	gene	2439	gyrA			
FEEIKOBK_00015	CDS	2439	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
FEEIKOBK_00016	gene	318	rsbV			
FEEIKOBK_00016	CDS	318	rsbV		COG1366	Anti-sigma-B factor antagonist
FEEIKOBK_00017	gene	408	rsbW			
FEEIKOBK_00017	CDS	408	rsbW	2.7.11.1	COG2172	Serine-protein kinase RsbW
FEEIKOBK_00018	gene	774	sigB			
FEEIKOBK_00018	CDS	774	sigB		COG1191	RNA polymerase sigma-B factor
FEEIKOBK_00019	gene	183				
FEEIKOBK_00019	CDS	183				hypothetical protein
FEEIKOBK_00020	gene	771	bphF			
FEEIKOBK_00020	CDS	771	bphF	4.1.3.39		4-hydroxy-2-oxovalerate aldolase
FEEIKOBK_00021	gene	822	mscS			
FEEIKOBK_00021	CDS	822	mscS		COG0668	Small-conductance mechanosensitive channel
FEEIKOBK_00022	gene	1188				
FEEIKOBK_00022	CDS	1188				hypothetical protein
FEEIKOBK_00023	gene	1584				
FEEIKOBK_00023	CDS	1584				hypothetical protein
FEEIKOBK_00024	gene	756				
FEEIKOBK_00024	CDS	756				hypothetical protein
FEEIKOBK_00025	gene	2514				
FEEIKOBK_00025	CDS	2514				hypothetical protein
FEEIKOBK_00026	gene	603	rpoN			
FEEIKOBK_00026	CDS	603	rpoN		COG1508	RNA polymerase sigma-54 factor
FEEIKOBK_00027	gene	1293				
FEEIKOBK_00027	CDS	1293				hypothetical protein
FEEIKOBK_00028	gene	1233				
FEEIKOBK_00028	CDS	1233				hypothetical protein
FEEIKOBK_00029	gene	1728	ade			
FEEIKOBK_00029	CDS	1728	ade	3.5.4.2	COG1001	Adenine deaminase
FEEIKOBK_00030	gene	189	rpmB			
FEEIKOBK_00030	CDS	189	rpmB		COG0227	50S ribosomal protein L28
FEEIKOBK_00031	gene	351				
FEEIKOBK_00031	CDS	351				putative protein
FEEIKOBK_00032	gene	1665				
FEEIKOBK_00032	CDS	1665				putative protein
FEEIKOBK_00033	gene	2058	recG			
FEEIKOBK_00033	CDS	2058	recG	3.6.4.12		ATP-dependent DNA helicase RecG
FEEIKOBK_00034	gene	561	rsmD			
FEEIKOBK_00034	CDS	561	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
FEEIKOBK_00035	gene	483	coaD			
FEEIKOBK_00035	CDS	483	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
FEEIKOBK_00036	gene	546				
FEEIKOBK_00036	CDS	546			COG3599	putative protein
FEEIKOBK_00037	gene	1311	tmcAL			
FEEIKOBK_00037	CDS	1311	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
FEEIKOBK_00038	gene	1200	ackA			
FEEIKOBK_00038	CDS	1200	ackA	2.7.2.1	COG0282	Acetate kinase
FEEIKOBK_00039	gene	519				
FEEIKOBK_00039	CDS	519				hypothetical protein
FEEIKOBK_00040	gene	180	rpmF			
FEEIKOBK_00040	CDS	180	rpmF			50S ribosomal protein L32
FEEIKOBK_00041	gene	1017	plsX			
FEEIKOBK_00041	CDS	1017	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
FEEIKOBK_00042	gene	1977	fbp			
FEEIKOBK_00042	CDS	1977	fbp	3.1.3.11	COG3855	Fructose-1,6-bisphosphatase class 3
FEEIKOBK_00043	gene	342				
FEEIKOBK_00043	CDS	342				putative protein
FEEIKOBK_00044	gene	495	nusB			
FEEIKOBK_00044	CDS	495	nusB			Transcription antitermination protein NusB
FEEIKOBK_00045	gene	129				
FEEIKOBK_00045	CDS	129				hypothetical protein
FEEIKOBK_00046	gene	1656				
FEEIKOBK_00046	CDS	1656				hypothetical protein
FEEIKOBK_00047	gene	1968				
FEEIKOBK_00047	CDS	1968				hypothetical protein
FEEIKOBK_00048	gene	786				
FEEIKOBK_00048	CDS	786				hypothetical protein
FEEIKOBK_00049	gene	1053				
FEEIKOBK_00049	CDS	1053				hypothetical protein
FEEIKOBK_00050	gene	708	mtnN			
FEEIKOBK_00050	CDS	708	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
FEEIKOBK_00051	gene	1008	trpS			
FEEIKOBK_00051	CDS	1008	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
FEEIKOBK_00052	gene	768				
FEEIKOBK_00052	CDS	768				hypothetical protein
FEEIKOBK_00053	gene	480	lspA			
FEEIKOBK_00053	CDS	480	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
FEEIKOBK_00054	gene	933	rluD			
FEEIKOBK_00054	CDS	933	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
FEEIKOBK_00055	gene	525	pyrR			
FEEIKOBK_00055	CDS	525	pyrR			Bifunctional protein PyrR
FEEIKOBK_00056	gene	1764	rqcH			
FEEIKOBK_00056	CDS	1764	rqcH		COG1293	Rqc2 RqcH
FEEIKOBK_00057	gene	825	ydjP			
FEEIKOBK_00057	CDS	825	ydjP	3.-.-.-	COG0596	AB hydrolase superfamily protein YdjP
FEEIKOBK_00058	gene	279	yjdJ			
FEEIKOBK_00058	CDS	279	yjdJ		COG2388	putative protein YjdJ
FEEIKOBK_00059	gene	462	mutX			
FEEIKOBK_00059	CDS	462	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
FEEIKOBK_00060	gene	507	tpx			
FEEIKOBK_00060	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
FEEIKOBK_00061	gene	651				
FEEIKOBK_00061	CDS	651				hypothetical protein
FEEIKOBK_00062	gene	768				
FEEIKOBK_00062	CDS	768				hypothetical protein
FEEIKOBK_00063	gene	1422	pqqE			
FEEIKOBK_00063	CDS	1422	pqqE	1.21.98.4		PqqA peptide cyclase
FEEIKOBK_00064	gene	510	ftnA			
FEEIKOBK_00064	CDS	510	ftnA	1.16.3.2	COG1528	putative bacterial non-heme ferritin
FEEIKOBK_00065	gene	471				
FEEIKOBK_00065	CDS	471				hypothetical protein
FEEIKOBK_00066	gene	564				
FEEIKOBK_00066	CDS	564				hypothetical protein
FEEIKOBK_00067	gene	888	cysK			
FEEIKOBK_00067	CDS	888	cysK	2.5.1.47		Cysteine synthase
FEEIKOBK_00068	gene	597	cysE			
FEEIKOBK_00068	CDS	597	cysE	2.3.1.30	COG1045	Serine acetyltransferase
FEEIKOBK_00069	gene	234				
FEEIKOBK_00069	CDS	234				hypothetical protein
FEEIKOBK_00070	gene	621				
FEEIKOBK_00070	CDS	621				hypothetical protein
FEEIKOBK_00071	gene	1035				
FEEIKOBK_00071	CDS	1035				hypothetical protein
FEEIKOBK_00072	gene	657				
FEEIKOBK_00072	CDS	657				hypothetical protein
FEEIKOBK_00073	gene	3216	carB			
FEEIKOBK_00073	CDS	3216	carB	6.3.5.5		Carbamoyl-phosphate synthase large chain
FEEIKOBK_00074	gene	1050	carA_1			
FEEIKOBK_00074	CDS	1050	carA_1	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
FEEIKOBK_00075	gene	723	pyrF			
FEEIKOBK_00075	CDS	723	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
FEEIKOBK_00076	gene	1140				
FEEIKOBK_00076	CDS	1140				hypothetical protein
FEEIKOBK_00077	gene	1128				
FEEIKOBK_00077	CDS	1128				hypothetical protein
FEEIKOBK_00078	gene	297				
FEEIKOBK_00078	CDS	297				hypothetical protein
FEEIKOBK_00079	gene	456	cof			
FEEIKOBK_00079	CDS	456	cof	3.6.1.-		HMP-PP phosphatase
FEEIKOBK_00080	gene	1026	cggR			
FEEIKOBK_00080	CDS	1026	cggR		COG2390	Central glycolytic genes regulator
FEEIKOBK_00081	gene	1008	gap			
FEEIKOBK_00081	CDS	1008	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
FEEIKOBK_00082	gene	1200	pgk			
FEEIKOBK_00082	CDS	1200	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
FEEIKOBK_00083	gene	741	tpiA			
FEEIKOBK_00083	CDS	741	tpiA	5.3.1.1		Triosephosphate isomerase
FEEIKOBK_00084	gene	1527	gpmI			
FEEIKOBK_00084	CDS	1527	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
FEEIKOBK_00085	gene	1293	eno			
FEEIKOBK_00085	CDS	1293	eno	4.2.1.11	COG0148	Enolase
FEEIKOBK_00086	gene	231				
FEEIKOBK_00086	CDS	231				hypothetical protein
FEEIKOBK_00087	gene	2220	rnr			
FEEIKOBK_00087	CDS	2220	rnr	3.1.13.1	COG0557	Ribonuclease R
FEEIKOBK_00088	gene	456	smpB			
FEEIKOBK_00088	CDS	456	smpB		COG0691	SsrA-binding protein
FEEIKOBK_00089	gene	831	artP			
FEEIKOBK_00089	CDS	831	artP		COG0834	Arginine-binding extracellular protein ArtP
FEEIKOBK_00090	gene	1275	argG			
FEEIKOBK_00090	CDS	1275	argG	6.3.4.5	COG0137	Argininosuccinate synthase
FEEIKOBK_00091	gene	1374	argH			
FEEIKOBK_00091	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
FEEIKOBK_00092	gene	453				
FEEIKOBK_00092	CDS	453				hypothetical protein
FEEIKOBK_00093	gene	972	asrC			
FEEIKOBK_00093	CDS	972	asrC	1.8.1.-	COG2221	Anaerobic sulfite reductase subunit C
FEEIKOBK_00094	gene	801	asrB			
FEEIKOBK_00094	CDS	801	asrB		COG0543	Anaerobic sulfite reductase subunit B
FEEIKOBK_00095	gene	1011	asrA			
FEEIKOBK_00095	CDS	1011	asrA		COG1145	Anaerobic sulfite reductase subunit A
FEEIKOBK_00096	gene	687	glxR			
FEEIKOBK_00096	CDS	687	glxR		COG0664	CRP-like cAMP-activated global transcriptional regulator
FEEIKOBK_00097	gene	462	ribH			
FEEIKOBK_00097	CDS	462	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
FEEIKOBK_00098	gene	1206	ribBA			
FEEIKOBK_00098	CDS	1206	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
FEEIKOBK_00099	gene	657	ribE			
FEEIKOBK_00099	CDS	657	ribE	2.5.1.9	COG0307	Riboflavin synthase
FEEIKOBK_00100	gene	1119	ribD			
FEEIKOBK_00100	CDS	1119	ribD		COG0117	Riboflavin biosynthesis protein RibD
FEEIKOBK_00101	gene	273				
FEEIKOBK_00101	CDS	273				hypothetical protein
FEEIKOBK_00102	gene	855				
FEEIKOBK_00102	CDS	855				hypothetical protein
FEEIKOBK_00103	gene	2211	kdpB			
FEEIKOBK_00103	CDS	2211	kdpB	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
FEEIKOBK_00104	gene	378				
FEEIKOBK_00104	CDS	378				hypothetical protein
FEEIKOBK_00105	gene	597				
FEEIKOBK_00105	CDS	597				hypothetical protein
FEEIKOBK_00106	gene	1113				
FEEIKOBK_00106	CDS	1113				hypothetical protein
FEEIKOBK_00107	gene	1119				
FEEIKOBK_00107	CDS	1119				hypothetical protein
FEEIKOBK_00108	gene	933	lnrL_1			
FEEIKOBK_00108	CDS	933	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
FEEIKOBK_00109	gene	291				
FEEIKOBK_00109	CDS	291				hypothetical protein
FEEIKOBK_00110	gene	1878	fruA			
FEEIKOBK_00110	CDS	1878	fruA		COG1299	PTS system fructose-specific EIIABC component
FEEIKOBK_00111	gene	246				
FEEIKOBK_00111	CDS	246				hypothetical protein
FEEIKOBK_00112	gene	1053				
FEEIKOBK_00112	CDS	1053		1.8.-.-	COG0502	[FeFe] hydrogenase maturase subunit HydE
FEEIKOBK_00113	gene	135				
FEEIKOBK_00113	CDS	135				hypothetical protein
FEEIKOBK_00114	gene	1404	bioB			
FEEIKOBK_00114	CDS	1404	bioB	2.8.1.6		Biotin synthase
FEEIKOBK_00115	gene	1200	mnmE_1			
FEEIKOBK_00115	CDS	1200	mnmE_1	3.6.-.-		tRNA modification GTPase MnmE
FEEIKOBK_00116	gene	492	ycdZ			
FEEIKOBK_00116	CDS	492	ycdZ			Inner membrane protein YcdZ
FEEIKOBK_00117	gene	870	sigF			
FEEIKOBK_00117	CDS	870	sigF		COG1191	RNA polymerase sigma-F factor
FEEIKOBK_00118	gene	531				
FEEIKOBK_00118	CDS	531				hypothetical protein
FEEIKOBK_00119	gene	1425	accC			
FEEIKOBK_00119	CDS	1425	accC	6.3.4.14	COG0439	Biotin carboxylase
FEEIKOBK_00120	gene	858	accD			
FEEIKOBK_00120	CDS	858	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
FEEIKOBK_00121	gene	744	accA			
FEEIKOBK_00121	CDS	744	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
FEEIKOBK_00122	gene	480				
FEEIKOBK_00122	CDS	480				hypothetical protein
FEEIKOBK_00123	gene	1017	fabH			
FEEIKOBK_00123	CDS	1017	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
FEEIKOBK_00124	gene	225	acpP_1			
FEEIKOBK_00124	CDS	225	acpP_1		COG0236	Acyl carrier protein
FEEIKOBK_00125	gene	939				
FEEIKOBK_00125	CDS	939		1.6.5.11	COG2070	NADH:quinone reductase
FEEIKOBK_00126	gene	801	ispE			
FEEIKOBK_00126	CDS	801	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
FEEIKOBK_00127	gene	678	rspR			
FEEIKOBK_00127	CDS	678	rspR		COG1802	HTH-type transcriptional repressor RspR
FEEIKOBK_00128	gene	813	murI			
FEEIKOBK_00128	CDS	813	murI	5.1.1.3	COG0796	Glutamate racemase
FEEIKOBK_00129	gene	414				
FEEIKOBK_00129	CDS	414				hypothetical protein
FEEIKOBK_00130	gene	1380	tilS			
FEEIKOBK_00130	CDS	1380	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
FEEIKOBK_00131	gene	2043	ftsH_1			
FEEIKOBK_00131	CDS	2043	ftsH_1	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
FEEIKOBK_00132	gene	405				
FEEIKOBK_00132	CDS	405				hypothetical protein
FEEIKOBK_00133	gene	756				
FEEIKOBK_00133	CDS	756				hypothetical protein
FEEIKOBK_00134	gene	984	birA			
FEEIKOBK_00134	CDS	984	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
FEEIKOBK_00135	gene	768	coaX			
FEEIKOBK_00135	CDS	768	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
FEEIKOBK_00136	gene	960	dusB			
FEEIKOBK_00136	CDS	960	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
FEEIKOBK_00137	gene	1548	carA_2			
FEEIKOBK_00137	CDS	1548	carA_2	2.8.3.23	COG4670	Caffeate CoA-transferase
FEEIKOBK_00138	gene	1014	gloB			
FEEIKOBK_00138	CDS	1014	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
FEEIKOBK_00139	gene	693				
FEEIKOBK_00139	CDS	693				hypothetical protein
FEEIKOBK_00140	gene	1347	pgi			
FEEIKOBK_00140	CDS	1347	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
FEEIKOBK_00141	gene	438				
FEEIKOBK_00141	CDS	438				hypothetical protein
FEEIKOBK_00142	gene	1542				
FEEIKOBK_00142	CDS	1542				hypothetical protein
FEEIKOBK_00143	gene	729	yehX			
FEEIKOBK_00143	CDS	729	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
FEEIKOBK_00144	gene	249				
FEEIKOBK_00144	CDS	249				hypothetical protein
FEEIKOBK_00145	gene	882				
FEEIKOBK_00145	CDS	882				hypothetical protein
FEEIKOBK_00146	gene	642	gmk			
FEEIKOBK_00146	CDS	642	gmk	2.7.4.8	COG0194	Guanylate kinase
FEEIKOBK_00147	gene	267	rpoZ			
FEEIKOBK_00147	CDS	267	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
FEEIKOBK_00148	gene	1212	undec1A			
FEEIKOBK_00148	CDS	1212	undec1A	4.1.1.-		Cysteine/Cysteine sulfinic acid decarboxylase
FEEIKOBK_00149	gene	2313	priA			
FEEIKOBK_00149	CDS	2313	priA	3.6.4.-	COG1198	Primosomal protein N'
FEEIKOBK_00150	gene	456	def1			
FEEIKOBK_00150	CDS	456	def1	3.5.1.88	COG0242	Peptide deformylase 1
FEEIKOBK_00151	gene	930	fmt			
FEEIKOBK_00151	CDS	930	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
FEEIKOBK_00152	gene	690				
FEEIKOBK_00152	CDS	690				hypothetical protein
FEEIKOBK_00153	gene	147				
FEEIKOBK_00153	CDS	147				hypothetical protein
FEEIKOBK_00154	gene	1929				
FEEIKOBK_00154	CDS	1929				hypothetical protein
FEEIKOBK_00155	gene	903				
FEEIKOBK_00155	CDS	903		3.1.1.23	COG2267	Monoacylglycerol lipase
FEEIKOBK_00156	gene	426				
FEEIKOBK_00156	CDS	426			COG0716	Flavodoxin
FEEIKOBK_00157	gene	585				
FEEIKOBK_00157	CDS	585				hypothetical protein
FEEIKOBK_00158	gene	2070	glyS			
FEEIKOBK_00158	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
FEEIKOBK_00159	gene	885	glyQ			
FEEIKOBK_00159	CDS	885	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
FEEIKOBK_00160	gene	609				
FEEIKOBK_00160	CDS	609				hypothetical protein
FEEIKOBK_00161	gene	747	recO			
FEEIKOBK_00161	CDS	747	recO		COG1381	DNA repair protein RecO
FEEIKOBK_00162	gene	1377				
FEEIKOBK_00162	CDS	1377			COG2239	Magnesium transporter MgtE
FEEIKOBK_00163	gene	903	era			
FEEIKOBK_00163	CDS	903	era			GTPase Era
FEEIKOBK_00164	gene	897				
FEEIKOBK_00164	CDS	897				hypothetical protein
FEEIKOBK_00165	gene	462	ybeY			
