locus_tag	ftype	length_bp	gene	EC_number	COG	product
MOJNKLJB_00001	gene	429	xkdM			
MOJNKLJB_00001	CDS	429	xkdM			Phage-like element PBSX protein XkdM
MOJNKLJB_00002	gene	402				
MOJNKLJB_00002	CDS	402				hypothetical protein
MOJNKLJB_00003	gene	150				
MOJNKLJB_00003	CDS	150				hypothetical protein
MOJNKLJB_00004	gene	2313				
MOJNKLJB_00004	CDS	2313				hypothetical protein
MOJNKLJB_00005	gene	711				
MOJNKLJB_00005	CDS	711				hypothetical protein
MOJNKLJB_00006	gene	1980				
MOJNKLJB_00006	CDS	1980				hypothetical protein
MOJNKLJB_00007	gene	327				
MOJNKLJB_00007	CDS	327				hypothetical protein
MOJNKLJB_00008	gene	438				
MOJNKLJB_00008	CDS	438				hypothetical protein
MOJNKLJB_00009	gene	1029				
MOJNKLJB_00009	CDS	1029				hypothetical protein
MOJNKLJB_00010	gene	555				
MOJNKLJB_00010	CDS	555				hypothetical protein
MOJNKLJB_00011	gene	459				
MOJNKLJB_00011	CDS	459				hypothetical protein
MOJNKLJB_00012	gene	540				
MOJNKLJB_00012	CDS	540				hypothetical protein
MOJNKLJB_00013	gene	456				
MOJNKLJB_00013	CDS	456				hypothetical protein
MOJNKLJB_00014	gene	114				
MOJNKLJB_00014	CDS	114				hypothetical protein
MOJNKLJB_00015	gene	201				
MOJNKLJB_00015	CDS	201				hypothetical protein
MOJNKLJB_00016	gene	291				
MOJNKLJB_00016	CDS	291				hypothetical protein
MOJNKLJB_00017	gene	252				
MOJNKLJB_00017	CDS	252				hypothetical protein
MOJNKLJB_00018	gene	1371				
MOJNKLJB_00018	CDS	1371				hypothetical protein
MOJNKLJB_00019	gene	225				
MOJNKLJB_00019	CDS	225				hypothetical protein
MOJNKLJB_00020	gene	183				
MOJNKLJB_00020	CDS	183				hypothetical protein
MOJNKLJB_00021	gene	156				
MOJNKLJB_00021	CDS	156				hypothetical protein
MOJNKLJB_00022	gene	324				
MOJNKLJB_00022	CDS	324				hypothetical protein
MOJNKLJB_00023	gene	1401				
MOJNKLJB_00023	CDS	1401				hypothetical protein
MOJNKLJB_00024	gene	435				
MOJNKLJB_00024	CDS	435				hypothetical protein
MOJNKLJB_00025	gene	1068				
MOJNKLJB_00025	CDS	1068				hypothetical protein
MOJNKLJB_00026	gene	375				
MOJNKLJB_00026	CDS	375				hypothetical protein
MOJNKLJB_00027	gene	1614				
MOJNKLJB_00027	CDS	1614				hypothetical protein
MOJNKLJB_00028	gene	1347	pgi			
MOJNKLJB_00028	CDS	1347	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
MOJNKLJB_00029	gene	438				
MOJNKLJB_00029	CDS	438				hypothetical protein
MOJNKLJB_00030	gene	1542				
MOJNKLJB_00030	CDS	1542				hypothetical protein
MOJNKLJB_00031	gene	729	yehX			
MOJNKLJB_00031	CDS	729	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
MOJNKLJB_00032	gene	249				
MOJNKLJB_00032	CDS	249				hypothetical protein
MOJNKLJB_00033	gene	882				
MOJNKLJB_00033	CDS	882				hypothetical protein
MOJNKLJB_00034	gene	525				
