locus_tag	ftype	length_bp	gene	EC_number	COG	product
DEOHBMLB_00001	gene	372	hadB			
DEOHBMLB_00001	CDS	372	hadB	4.2.1.157	COG1775	(R)-2-hydroxyisocaproyl-CoA dehydratase alpha subunit
DEOHBMLB_00002	gene	1125	hadC			
DEOHBMLB_00002	CDS	1125	hadC	4.2.1.157	COG1775	(R)-2-hydroxyisocaproyl-CoA dehydratase beta subunit
DEOHBMLB_00003	gene	1143	carC_1			
DEOHBMLB_00003	CDS	1143	carC_1	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
DEOHBMLB_00004	gene	786	carD_1			
DEOHBMLB_00004	CDS	786	carD_1	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
DEOHBMLB_00005	gene	1011	carE_1			
DEOHBMLB_00005	CDS	1011	carE_1	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
DEOHBMLB_00006	gene	999				
DEOHBMLB_00006	CDS	999		1.1.1.28		D-lactate dehydrogenase
DEOHBMLB_00007	gene	1047	prfB			
DEOHBMLB_00007	CDS	1047	prfB			Peptide chain release factor 2
DEOHBMLB_00008	gene	2163	yhgF			
DEOHBMLB_00008	CDS	2163	yhgF		COG2183	Protein YhgF
DEOHBMLB_00009	gene	621	ribU			
DEOHBMLB_00009	CDS	621	ribU			Riboflavin transporter RibU
DEOHBMLB_00010	gene	795	fldI			
DEOHBMLB_00010	CDS	795	fldI	3.6.1.-		(R)-phenyllactate dehydratase activator
DEOHBMLB_00011	gene	921				
DEOHBMLB_00011	CDS	921				hypothetical protein
DEOHBMLB_00012	gene	192				
DEOHBMLB_00012	CDS	192				hypothetical protein
DEOHBMLB_00013	gene	459	tsaE			
DEOHBMLB_00013	CDS	459	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
DEOHBMLB_00014	gene	720	tsaB			
DEOHBMLB_00014	CDS	720	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
DEOHBMLB_00015	gene	450	rimI			
DEOHBMLB_00015	CDS	450	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
DEOHBMLB_00016	gene	1020	tsaD			
DEOHBMLB_00016	CDS	1020	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
DEOHBMLB_00017	gene	1599				
DEOHBMLB_00017	CDS	1599				hypothetical protein
DEOHBMLB_00018	gene	1404	cysS			
DEOHBMLB_00018	CDS	1404	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
DEOHBMLB_00019	gene	453	mrnC			
DEOHBMLB_00019	CDS	453	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
DEOHBMLB_00020	gene	735				
DEOHBMLB_00020	CDS	735		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
DEOHBMLB_00021	gene	564				
DEOHBMLB_00021	CDS	564				hypothetical protein
DEOHBMLB_00022	gene	660	sigH			
DEOHBMLB_00022	CDS	660	sigH		COG1595	RNA polymerase sigma-H factor
DEOHBMLB_00023	gene	264				
DEOHBMLB_00023	CDS	264				hypothetical protein
DEOHBMLB_00024	gene	1377				
DEOHBMLB_00024	CDS	1377				hypothetical protein
DEOHBMLB_00025	gene	750	cseB			
DEOHBMLB_00025	CDS	750	cseB		COG0745	Transcriptional regulatory protein CseB
DEOHBMLB_00026	gene	366				
DEOHBMLB_00026	CDS	366				hypothetical protein
DEOHBMLB_00027	gene	789				
DEOHBMLB_00027	CDS	789				hypothetical protein
DEOHBMLB_00028	gene	789				
DEOHBMLB_00028	CDS	789				hypothetical protein
DEOHBMLB_00029	gene	702				
DEOHBMLB_00029	CDS	702				hypothetical protein
DEOHBMLB_00030	gene	657	bcrA_1			
DEOHBMLB_00030	CDS	657	bcrA_1			Bacitracin transport ATP-binding protein BcrA
DEOHBMLB_00031	gene	495				
DEOHBMLB_00031	CDS	495				hypothetical protein
DEOHBMLB_00032	gene	585	rpoB			
DEOHBMLB_00032	CDS	585	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
DEOHBMLB_00033	gene	96				
DEOHBMLB_00033	CDS	96				hypothetical protein
DEOHBMLB_00034	gene	3555	rpoC			
DEOHBMLB_00034	CDS	3555	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
DEOHBMLB_00035	gene	702				
DEOHBMLB_00035	CDS	702		1.11.1.15	COG0450	Peroxiredoxin
DEOHBMLB_00036	gene	252				
DEOHBMLB_00036	CDS	252				hypothetical protein
DEOHBMLB_00037	gene	165				
DEOHBMLB_00037	CDS	165				hypothetical protein
DEOHBMLB_00038	gene	1200	gerN			
DEOHBMLB_00038	CDS	1200	gerN		COG0475	Na(+)/H(+)-K(+) antiporter GerN
DEOHBMLB_00039	gene	75				
DEOHBMLB_00039	tRNA	75				tRNA-Arg(cct)
DEOHBMLB_00040	gene	402				
DEOHBMLB_00040	CDS	402				hypothetical protein
DEOHBMLB_00041	gene	75				
DEOHBMLB_00041	tRNA	75				tRNA-Arg(tcg)
DEOHBMLB_00042	gene	1224	pepT			
DEOHBMLB_00042	CDS	1224	pepT	3.4.11.4	COG2195	Peptidase T
DEOHBMLB_00043	gene	1242				
DEOHBMLB_00043	CDS	1242				hypothetical protein
DEOHBMLB_00044	gene	816				
DEOHBMLB_00044	CDS	816				hypothetical protein
DEOHBMLB_00045	gene	3123	mupA			
DEOHBMLB_00045	CDS	3123	mupA			mupirocin-resistant isoleucine--tRNA ligase MupA
DEOHBMLB_00046	gene	654	gpsB			
DEOHBMLB_00046	CDS	654	gpsB			Cell cycle protein GpsB
DEOHBMLB_00047	gene	786				
DEOHBMLB_00047	CDS	786				hypothetical protein
DEOHBMLB_00048	gene	258				
DEOHBMLB_00048	CDS	258				hypothetical protein
DEOHBMLB_00049	gene	495	sepF			
DEOHBMLB_00049	CDS	495	sepF			Cell division protein SepF
DEOHBMLB_00050	gene	702				
DEOHBMLB_00050	CDS	702			COG0325	Pyridoxal phosphate homeostasis protein
DEOHBMLB_00051	gene	954	gpsA			
DEOHBMLB_00051	CDS	954	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
DEOHBMLB_00052	gene	255				
DEOHBMLB_00052	CDS	255			COG0718	Nucleoid-associated protein
DEOHBMLB_00053	gene	600	recR			
DEOHBMLB_00053	CDS	600	recR		COG0353	Recombination protein RecR
DEOHBMLB_00054	gene	276				
DEOHBMLB_00054	CDS	276				hypothetical protein
DEOHBMLB_00055	gene	168				
DEOHBMLB_00055	CDS	168				hypothetical protein
DEOHBMLB_00056	gene	1314	ugtP_1			
DEOHBMLB_00056	CDS	1314	ugtP_1	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
DEOHBMLB_00057	gene	72				
DEOHBMLB_00057	tRNA	72				tRNA-Glu(ctc)
DEOHBMLB_00058	gene	74				
DEOHBMLB_00058	tRNA	74				tRNA-Gly(tcc)
DEOHBMLB_00059	gene	76				
DEOHBMLB_00059	tRNA	76				tRNA-Val(tac)
DEOHBMLB_00060	gene	77				
DEOHBMLB_00060	tRNA	77				tRNA-Asp(gtc)
DEOHBMLB_00061	gene	75				
DEOHBMLB_00061	tRNA	75				tRNA-Thr(tgt)
DEOHBMLB_00062	gene	85				
DEOHBMLB_00062	tRNA	85				tRNA-Tyr(gta)
DEOHBMLB_00063	gene	84				
DEOHBMLB_00063	tRNA	84				tRNA-Leu(tag)
DEOHBMLB_00064	gene	75				
DEOHBMLB_00064	tRNA	75				tRNA-Gly(gcc)
DEOHBMLB_00065	gene	77				
DEOHBMLB_00065	tRNA	77				tRNA-Pyl(cta)
DEOHBMLB_00066	gene	75				
DEOHBMLB_00066	tRNA	75				tRNA-Gln(ctg)
DEOHBMLB_00067	gene	76				
DEOHBMLB_00067	tRNA	76				tRNA-Lys(ctt)
DEOHBMLB_00068	gene	75				
DEOHBMLB_00068	tRNA	75				tRNA-Met(cat)
DEOHBMLB_00069	gene	77				
DEOHBMLB_00069	tRNA	77				tRNA-Met(cat)
DEOHBMLB_00070	gene	77				
DEOHBMLB_00070	tRNA	77				tRNA-Pro(tgg)
DEOHBMLB_00071	gene	77				
DEOHBMLB_00071	tRNA	77				tRNA-His(gtg)
DEOHBMLB_00072	gene	72				
DEOHBMLB_00072	tRNA	72				tRNA-Cys(gca)
DEOHBMLB_00073	gene	369	ytrA			
DEOHBMLB_00073	CDS	369	ytrA		COG1725	HTH-type transcriptional repressor YtrA
DEOHBMLB_00074	gene	729	lnrL_1			
DEOHBMLB_00074	CDS	729	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
DEOHBMLB_00075	gene	858				
DEOHBMLB_00075	CDS	858				hypothetical protein
DEOHBMLB_00076	gene	357				
DEOHBMLB_00076	CDS	357				hypothetical protein
DEOHBMLB_00077	gene	384	ziaR			
DEOHBMLB_00077	CDS	384	ziaR			Transcriptional repressor SmtB 
DEOHBMLB_00078	gene	831	lysC			
DEOHBMLB_00078	CDS	831	lysC	2.7.2.4	COG0527	Aspartate kinase Ask_LysC
DEOHBMLB_00079	gene	984	asd_1			
DEOHBMLB_00079	CDS	984	asd_1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
DEOHBMLB_00080	gene	900	dapA_1			
DEOHBMLB_00080	CDS	900	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
DEOHBMLB_00081	gene	732	dapB			
DEOHBMLB_00081	CDS	732	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
DEOHBMLB_00082	gene	720	dapH			
DEOHBMLB_00082	CDS	720	dapH	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
DEOHBMLB_00083	gene	1152	scmP			
DEOHBMLB_00083	CDS	1152	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
DEOHBMLB_00084	gene	1077	alr_1			
DEOHBMLB_00084	CDS	1077	alr_1	5.1.1.1		Alanine racemase
DEOHBMLB_00085	gene	1296	lysA			
DEOHBMLB_00085	CDS	1296	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
DEOHBMLB_00086	gene	228				
DEOHBMLB_00086	CDS	228				IS200/IS605 family transposase ISDha13
DEOHBMLB_00087	gene	603				
DEOHBMLB_00087	CDS	603				hypothetical protein
DEOHBMLB_00088	gene	597				
DEOHBMLB_00088	CDS	597				hypothetical protein
DEOHBMLB_00089	gene	1065				
DEOHBMLB_00089	CDS	1065				hypothetical protein
DEOHBMLB_00090	gene	2688				
DEOHBMLB_00090	CDS	2688		7.2.2.10	COG0474	Calcium-transporting ATPase
DEOHBMLB_00091	gene	330				
DEOHBMLB_00091	CDS	330				hypothetical protein
DEOHBMLB_00092	gene	1077	cshE			
DEOHBMLB_00092	CDS	1077	cshE	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshE
DEOHBMLB_00093	gene	1194	tuf			
DEOHBMLB_00093	CDS	1194	tuf		COG0050	Elongation factor Tu
DEOHBMLB_00094	gene	2067	fusA_1			
DEOHBMLB_00094	CDS	2067	fusA_1		COG0480	Elongation factor G
DEOHBMLB_00095	gene	471	rpsG			
DEOHBMLB_00095	CDS	471	rpsG			30S ribosomal protein S7
DEOHBMLB_00096	gene	423	rpsL			
DEOHBMLB_00096	CDS	423	rpsL		COG0048	30S ribosomal protein S12
DEOHBMLB_00097	gene	1281	ugd			
DEOHBMLB_00097	CDS	1281	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
DEOHBMLB_00098	gene	474	ispF			
DEOHBMLB_00098	CDS	474	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
DEOHBMLB_00099	gene	1332	mepA_1			
DEOHBMLB_00099	CDS	1332	mepA_1			Multidrug export protein MepA
DEOHBMLB_00100	gene	582				
DEOHBMLB_00100	CDS	582				hypothetical protein
DEOHBMLB_00101	gene	711				
DEOHBMLB_00101	CDS	711				hypothetical protein
DEOHBMLB_00102	gene	1329				
DEOHBMLB_00102	CDS	1329				hypothetical protein
DEOHBMLB_00103	gene	3081	smc			
DEOHBMLB_00103	CDS	3081	smc			Chromosome partition protein Smc
DEOHBMLB_00104	gene	417				
DEOHBMLB_00104	CDS	417				hypothetical protein
DEOHBMLB_00105	gene	474	htrA			
DEOHBMLB_00105	CDS	474	htrA	3.4.21.107	COG0265	Serine protease Do-like HtrA
DEOHBMLB_00106	gene	1326	pepC			
DEOHBMLB_00106	CDS	1326	pepC	3.4.22.40	COG3579	Aminopeptidase C
DEOHBMLB_00107	gene	1311				
DEOHBMLB_00107	CDS	1311				hypothetical protein
DEOHBMLB_00108	gene	945	hmo			
DEOHBMLB_00108	CDS	945	hmo	1.1.3.46		4-hydroxymandelate oxidase
DEOHBMLB_00109	gene	939				
DEOHBMLB_00109	CDS	939				hypothetical protein
DEOHBMLB_00110	gene	576				
DEOHBMLB_00110	CDS	576				hypothetical protein
DEOHBMLB_00111	gene	270	atpC			
DEOHBMLB_00111	CDS	270	atpC			ATP synthase epsilon chain
DEOHBMLB_00112	gene	1296	atpD			
DEOHBMLB_00112	CDS	1296	atpD	7.2.2.1	COG0055	ATP synthase subunit beta, sodium ion specific
DEOHBMLB_00113	gene	360				
DEOHBMLB_00113	CDS	360				hypothetical protein
DEOHBMLB_00114	gene	291				
DEOHBMLB_00114	CDS	291				hypothetical protein
DEOHBMLB_00115	gene	627				
DEOHBMLB_00115	CDS	627				hypothetical protein
DEOHBMLB_00116	gene	408				
DEOHBMLB_00116	CDS	408				hypothetical protein
DEOHBMLB_00117	gene	438	sufU			
DEOHBMLB_00117	CDS	438	sufU	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
DEOHBMLB_00118	gene	1236	csd			
DEOHBMLB_00118	CDS	1236	csd	2.8.1.7		putative cysteine desulfurase
DEOHBMLB_00119	gene	831				
DEOHBMLB_00119	CDS	831				hypothetical protein
DEOHBMLB_00120	gene	1425				
DEOHBMLB_00120	CDS	1425				hypothetical protein
DEOHBMLB_00121	gene	765	sufC			
DEOHBMLB_00121	CDS	765	sufC		COG0396	Vegetative protein 296
DEOHBMLB_00122	gene	549	lytC_1			
DEOHBMLB_00122	CDS	549	lytC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
DEOHBMLB_00123	gene	909	thrB			
DEOHBMLB_00123	CDS	909	thrB	2.7.1.39	COG0083	Homoserine kinase
DEOHBMLB_00124	gene	1221	ask			
DEOHBMLB_00124	CDS	1221	ask	2.7.2.4	COG0527	Aspartokinase
DEOHBMLB_00125	gene	828	COQ3			
DEOHBMLB_00125	CDS	828	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
DEOHBMLB_00126	gene	1014	gloB_1			
DEOHBMLB_00126	CDS	1014	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
DEOHBMLB_00127	gene	1548	carA_1			
DEOHBMLB_00127	CDS	1548	carA_1	2.8.3.23	COG4670	Caffeate CoA-transferase
DEOHBMLB_00128	gene	960	dusB			
DEOHBMLB_00128	CDS	960	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
DEOHBMLB_00129	gene	150	coaX			
DEOHBMLB_00129	CDS	150	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
DEOHBMLB_00130	gene	780	sasA			
DEOHBMLB_00130	CDS	780	sasA	2.7.-.-		Adaptive-response sensory-kinase SasA
DEOHBMLB_00131	gene	372	acpS			
DEOHBMLB_00131	CDS	372	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
DEOHBMLB_00132	gene	813	aptA			
DEOHBMLB_00132	CDS	813	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
DEOHBMLB_00133	gene	936	aptB			
DEOHBMLB_00133	CDS	936	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
DEOHBMLB_00134	gene	1173	ctpB			
DEOHBMLB_00134	CDS	1173	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
DEOHBMLB_00135	gene	1083	cobT			
DEOHBMLB_00135	CDS	1083	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
DEOHBMLB_00136	gene	588	cobU			
DEOHBMLB_00136	CDS	588	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
DEOHBMLB_00137	gene	771	cobS			
DEOHBMLB_00137	CDS	771	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
DEOHBMLB_00138	gene	903				
DEOHBMLB_00138	CDS	903				hypothetical protein
DEOHBMLB_00139	gene	795				
DEOHBMLB_00139	CDS	795		1.-.-.-		putative oxidoreductase
DEOHBMLB_00140	gene	312	rpsJ			
DEOHBMLB_00140	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
DEOHBMLB_00141	gene	630	rplC			
DEOHBMLB_00141	CDS	630	rplC		COG0087	50S ribosomal protein L3
DEOHBMLB_00142	gene	624	rplD			
DEOHBMLB_00142	CDS	624	rplD			50S ribosomal protein L4
DEOHBMLB_00143	gene	291	rplW			
DEOHBMLB_00143	CDS	291	rplW			50S ribosomal protein L23
DEOHBMLB_00144	gene	831	rplB			
DEOHBMLB_00144	CDS	831	rplB			50S ribosomal protein L2
DEOHBMLB_00145	gene	282	rpsS			
DEOHBMLB_00145	CDS	282	rpsS			30S ribosomal protein S19
DEOHBMLB_00146	gene	339	rplV			
DEOHBMLB_00146	CDS	339	rplV		COG0091	50S ribosomal protein L22
DEOHBMLB_00147	gene	795	rpsC			
DEOHBMLB_00147	CDS	795	rpsC		COG0092	30S ribosomal protein S3
DEOHBMLB_00148	gene	429	rplP			
DEOHBMLB_00148	CDS	429	rplP		COG0197	50S ribosomal protein L16
DEOHBMLB_00149	gene	177	rpmC			
DEOHBMLB_00149	CDS	177	rpmC			50S ribosomal protein L29
DEOHBMLB_00150	gene	765	rhaR_1			
DEOHBMLB_00150	CDS	765	rhaR_1			HTH-type transcriptional activator RhaR
DEOHBMLB_00151	gene	552				
DEOHBMLB_00151	CDS	552				hypothetical protein
DEOHBMLB_00152	gene	585				
DEOHBMLB_00152	CDS	585				hypothetical protein
DEOHBMLB_00153	gene	1227				
DEOHBMLB_00153	CDS	1227		3.4.11.-		Aminopeptidase 2
DEOHBMLB_00154	gene	1170				
DEOHBMLB_00154	CDS	1170				hypothetical protein
DEOHBMLB_00155	gene	540				
DEOHBMLB_00155	CDS	540				hypothetical protein
DEOHBMLB_00156	gene	546				
DEOHBMLB_00156	CDS	546				hypothetical protein
DEOHBMLB_00157	gene	594	purN			
DEOHBMLB_00157	CDS	594	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
DEOHBMLB_00158	gene	1077	purM			
DEOHBMLB_00158	CDS	1077	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
DEOHBMLB_00159	gene	477	purE			
DEOHBMLB_00159	CDS	477	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
DEOHBMLB_00160	gene	2481				
DEOHBMLB_00160	CDS	2481				hypothetical protein
DEOHBMLB_00161	gene	354	ytrE_1			
DEOHBMLB_00161	CDS	354	ytrE_1		COG1136	ABC transporter ATP-binding protein YtrE
DEOHBMLB_00162	gene	444	secA_1			
DEOHBMLB_00162	CDS	444	secA_1		COG0653	Protein translocase subunit SecA
DEOHBMLB_00163	gene	1671	norR			
DEOHBMLB_00163	CDS	1671	norR			Anaerobic nitric oxide reductase transcription regulator NorR
DEOHBMLB_00164	gene	1182				
DEOHBMLB_00164	CDS	1182				hypothetical protein
DEOHBMLB_00165	gene	1212	fldA			
DEOHBMLB_00165	CDS	1212	fldA	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
DEOHBMLB_00166	gene	570	xpt			
DEOHBMLB_00166	CDS	570	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
DEOHBMLB_00167	gene	1338				
DEOHBMLB_00167	CDS	1338				Nucleobase transporter PlUacP
DEOHBMLB_00168	gene	426	fabZ			
DEOHBMLB_00168	CDS	426	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
DEOHBMLB_00169	gene	1236	fabF			
DEOHBMLB_00169	CDS	1236	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
DEOHBMLB_00170	gene	747	fabG_1			
DEOHBMLB_00170	CDS	747	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DEOHBMLB_00171	gene	645	fabD			
DEOHBMLB_00171	CDS	645	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
DEOHBMLB_00172	gene	1212	undec1A			
DEOHBMLB_00172	CDS	1212	undec1A	4.1.1.-		Cysteine/Cysteine sulfinic acid decarboxylase
DEOHBMLB_00173	gene	267	rpoZ			
DEOHBMLB_00173	CDS	267	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
DEOHBMLB_00174	gene	642	gmk			
DEOHBMLB_00174	CDS	642	gmk	2.7.4.8	COG0194	Guanylate kinase
DEOHBMLB_00175	gene	882				
DEOHBMLB_00175	CDS	882				hypothetical protein
DEOHBMLB_00176	gene	249				
DEOHBMLB_00176	CDS	249				hypothetical protein
DEOHBMLB_00177	gene	729	yehX			
DEOHBMLB_00177	CDS	729	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
DEOHBMLB_00178	gene	1188				
DEOHBMLB_00178	CDS	1188				hypothetical protein
DEOHBMLB_00179	gene	489				
DEOHBMLB_00179	CDS	489				hypothetical protein
DEOHBMLB_00180	gene	3534				
