locus_tag	ftype	length_bp	gene	EC_number	COG	product
LKFMPLPL_00001	gene	1287	cna			
LKFMPLPL_00001	CDS	1287	cna			Collagen adhesin
LKFMPLPL_00002	gene	705	srtD			
LKFMPLPL_00002	CDS	705	srtD	3.4.22.-	COG3764	Sortase D
LKFMPLPL_00003	gene	1017	nrnA			
LKFMPLPL_00003	CDS	1017	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
LKFMPLPL_00004	gene	903	truB			
LKFMPLPL_00004	CDS	903	truB	5.4.99.25		tRNA pseudouridine synthase B
LKFMPLPL_00005	gene	972	ribF			
LKFMPLPL_00005	CDS	972	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
LKFMPLPL_00006	gene	255	rpsO			
LKFMPLPL_00006	CDS	255	rpsO		COG0184	30S ribosomal protein S15
LKFMPLPL_00007	gene	846				
LKFMPLPL_00007	CDS	846			COG1307	Fatty acid-binding protein
LKFMPLPL_00008	gene	2091	pnp			
LKFMPLPL_00008	CDS	2091	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
LKFMPLPL_00009	gene	2073				
LKFMPLPL_00009	CDS	2073				hypothetical protein
LKFMPLPL_00010	gene	1266				
LKFMPLPL_00010	CDS	1266		3.4.24.-	COG0612	putative zinc protease
LKFMPLPL_00011	gene	2574				
LKFMPLPL_00011	CDS	2574				hypothetical protein
LKFMPLPL_00012	gene	1323	rimO			
LKFMPLPL_00012	CDS	1323	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
LKFMPLPL_00013	gene	540	pgsA			
LKFMPLPL_00013	CDS	540	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
LKFMPLPL_00014	gene	1050	recA			
LKFMPLPL_00014	CDS	1050	recA		COG0468	Protein RecA
LKFMPLPL_00015	gene	1500	guaB			
LKFMPLPL_00015	CDS	1500	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
LKFMPLPL_00016	gene	750				
LKFMPLPL_00016	CDS	750				hypothetical protein
LKFMPLPL_00017	gene	1671	rnjA			
LKFMPLPL_00017	CDS	1671	rnjA	3.1.-.-	COG0595	Ribonuclease J1
LKFMPLPL_00018	gene	633				
LKFMPLPL_00018	CDS	633				hypothetical protein
LKFMPLPL_00019	gene	762	scpA			
LKFMPLPL_00019	CDS	762	scpA		COG1354	Segregation and condensation protein A
LKFMPLPL_00020	gene	519	scpB			
LKFMPLPL_00020	CDS	519	scpB		COG1386	Segregation and condensation protein B
LKFMPLPL_00021	gene	750	cobB			
LKFMPLPL_00021	CDS	750	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
LKFMPLPL_00022	gene	441				
LKFMPLPL_00022	CDS	441				hypothetical protein
LKFMPLPL_00023	gene	1515				
LKFMPLPL_00023	CDS	1515				hypothetical protein
LKFMPLPL_00024	gene	1761				
LKFMPLPL_00024	CDS	1761				hypothetical protein
LKFMPLPL_00025	gene	555				
LKFMPLPL_00025	CDS	555				hypothetical protein
LKFMPLPL_00026	gene	675	arlR			
LKFMPLPL_00026	CDS	675	arlR		COG0745	Response regulator ArlR
LKFMPLPL_00027	gene	1293	sasA_1			
LKFMPLPL_00027	CDS	1293	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
LKFMPLPL_00028	gene	318				
LKFMPLPL_00028	CDS	318				hypothetical protein
LKFMPLPL_00029	gene	4719				
LKFMPLPL_00029	CDS	4719				hypothetical protein
LKFMPLPL_00030	gene	3801				
LKFMPLPL_00030	CDS	3801				hypothetical protein
LKFMPLPL_00031	gene	510	folA			
LKFMPLPL_00031	CDS	510	folA	1.5.1.3	COG0262	Dihydrofolate reductase
LKFMPLPL_00032	gene	834	thyA			
LKFMPLPL_00032	CDS	834	thyA	2.1.1.45	COG0207	Thymidylate synthase
LKFMPLPL_00033	gene	1860				
LKFMPLPL_00033	CDS	1860				hypothetical protein
LKFMPLPL_00034	gene	786				
LKFMPLPL_00034	CDS	786				hypothetical protein
LKFMPLPL_00035	gene	699				
LKFMPLPL_00035	CDS	699				hypothetical protein
LKFMPLPL_00036	gene	4311	polC_1			
LKFMPLPL_00036	CDS	4311	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
LKFMPLPL_00037	gene	885				
LKFMPLPL_00037	CDS	885				hypothetical protein
LKFMPLPL_00038	gene	852				
LKFMPLPL_00038	CDS	852				hypothetical protein
LKFMPLPL_00039	gene	1383	dinG			
LKFMPLPL_00039	CDS	1383	dinG	3.1.-.-		3'-5' exonuclease DinG
LKFMPLPL_00040	gene	1158				
LKFMPLPL_00040	CDS	1158				hypothetical protein
LKFMPLPL_00041	gene	741				
LKFMPLPL_00041	CDS	741				hypothetical protein
LKFMPLPL_00042	gene	339				
LKFMPLPL_00042	CDS	339				hypothetical protein
LKFMPLPL_00043	gene	1020	gap_1			
LKFMPLPL_00043	CDS	1020	gap_1	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
LKFMPLPL_00044	gene	4305				
LKFMPLPL_00044	CDS	4305				hypothetical protein
LKFMPLPL_00045	gene	1326				
LKFMPLPL_00045	CDS	1326				hypothetical protein
LKFMPLPL_00046	gene	801	artJ			
LKFMPLPL_00046	CDS	801	artJ		COG0834	ABC transporter arginine-binding protein 1
LKFMPLPL_00047	gene	618	artQ_1			
LKFMPLPL_00047	CDS	618	artQ_1		COG0765	Arginine transport system permease protein ArtQ
LKFMPLPL_00048	gene	645	tcyC			
LKFMPLPL_00048	CDS	645	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
LKFMPLPL_00049	gene	1155				
LKFMPLPL_00049	CDS	1155				hypothetical protein
LKFMPLPL_00050	gene	1137				
LKFMPLPL_00050	CDS	1137				TelA-like protein
LKFMPLPL_00051	gene	1149	rlmL_1			
LKFMPLPL_00051	CDS	1149	rlmL_1		COG0116	Ribosomal RNA large subunit methyltransferase K/L
LKFMPLPL_00052	gene	1365				
LKFMPLPL_00052	CDS	1365				hypothetical protein
LKFMPLPL_00053	gene	696	walR			
LKFMPLPL_00053	CDS	696	walR		COG0745	Transcriptional regulatory protein WalR
LKFMPLPL_00054	gene	1437	rcsC			
LKFMPLPL_00054	CDS	1437	rcsC	2.7.13.3		Sensor histidine kinase RcsC
LKFMPLPL_00055	gene	1353	mepA_1			
LKFMPLPL_00055	CDS	1353	mepA_1		COG0534	Multidrug export protein MepA
LKFMPLPL_00056	gene	843				
LKFMPLPL_00056	CDS	843				hypothetical protein
LKFMPLPL_00057	gene	417				
LKFMPLPL_00057	CDS	417				hypothetical protein
LKFMPLPL_00058	gene	720	ytrB			
LKFMPLPL_00058	CDS	720	ytrB		COG1131	ABC transporter ATP-binding protein YtrB
LKFMPLPL_00059	gene	351				
LKFMPLPL_00059	CDS	351				hypothetical protein
LKFMPLPL_00060	gene	420				
LKFMPLPL_00060	CDS	420				hypothetical protein
LKFMPLPL_00061	gene	906				
LKFMPLPL_00061	CDS	906				hypothetical protein
LKFMPLPL_00062	gene	1260				
LKFMPLPL_00062	CDS	1260				hypothetical protein
LKFMPLPL_00063	gene	1101				
