locus_tag	ftype	length_bp	gene	EC_number	COG	product
CEPAIKFI_00001	gene	546	ispD			
CEPAIKFI_00001	CDS	546	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
CEPAIKFI_00002	gene	474	ispF			
CEPAIKFI_00002	CDS	474	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
CEPAIKFI_00003	gene	1281	ugd			
CEPAIKFI_00003	CDS	1281	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
CEPAIKFI_00004	gene	423	rpsL			
CEPAIKFI_00004	CDS	423	rpsL		COG0048	30S ribosomal protein S12
CEPAIKFI_00005	gene	471	rpsG			
CEPAIKFI_00005	CDS	471	rpsG			30S ribosomal protein S7
CEPAIKFI_00006	gene	2067	fusA_1			
CEPAIKFI_00006	CDS	2067	fusA_1		COG0480	Elongation factor G
CEPAIKFI_00007	gene	1194	tuf			
CEPAIKFI_00007	CDS	1194	tuf		COG0050	Elongation factor Tu
CEPAIKFI_00008	gene	828	exoA			
CEPAIKFI_00008	CDS	828	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
CEPAIKFI_00009	gene	654				
CEPAIKFI_00009	CDS	654				hypothetical protein
CEPAIKFI_00010	gene	1206	lysC			
CEPAIKFI_00010	CDS	1206	lysC	2.7.2.4	COG0527	Aspartokinase 2
CEPAIKFI_00011	gene	984	asd			
CEPAIKFI_00011	CDS	984	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
CEPAIKFI_00012	gene	900	dapA_1			
CEPAIKFI_00012	CDS	900	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
CEPAIKFI_00013	gene	732	dapB			
CEPAIKFI_00013	CDS	732	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
CEPAIKFI_00014	gene	720	dapH			
CEPAIKFI_00014	CDS	720	dapH	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
CEPAIKFI_00015	gene	1152	scmP			
CEPAIKFI_00015	CDS	1152	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
CEPAIKFI_00016	gene	1788	pepF1			
