locus_tag	ftype	length_bp	gene	EC_number	COG	product
FAMGLANL_00001	gene	2694	mfd			
FAMGLANL_00001	CDS	2694	mfd	3.6.4.-		Transcription-repair-coupling factor
FAMGLANL_00002	gene	1062	prsA_1			
FAMGLANL_00002	CDS	1062	prsA_1	5.2.1.8		Foldase protein PrsA
FAMGLANL_00003	gene	1623	murJ_1			
FAMGLANL_00003	CDS	1623	murJ_1		COG2244	Lipid II flippase MurJ
FAMGLANL_00004	gene	1011				
FAMGLANL_00004	CDS	1011				hypothetical protein
FAMGLANL_00005	gene	282	hup			
FAMGLANL_00005	CDS	282	hup			DNA-binding protein HU
FAMGLANL_00006	gene	240				
FAMGLANL_00006	CDS	240			COG1188	putative protein
FAMGLANL_00007	gene	894	gtaB			
FAMGLANL_00007	CDS	894	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
FAMGLANL_00008	gene	1443	rho			
FAMGLANL_00008	CDS	1443	rho	3.6.4.-		Transcription termination factor Rho
FAMGLANL_00009	gene	201	rpmE			
FAMGLANL_00009	CDS	201	rpmE		COG0254	50S ribosomal protein L31
FAMGLANL_00010	gene	327				
FAMGLANL_00010	CDS	327				hypothetical protein
FAMGLANL_00011	gene	720				
FAMGLANL_00011	CDS	720				hypothetical protein
FAMGLANL_00012	gene	915	prmC			
FAMGLANL_00012	CDS	915	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
FAMGLANL_00013	gene	1065	prfA			
FAMGLANL_00013	CDS	1065	prfA		COG0216	Peptide chain release factor 1
FAMGLANL_00014	gene	1038	ywlC			
FAMGLANL_00014	CDS	1038	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
FAMGLANL_00015	gene	447	rpiB			
FAMGLANL_00015	CDS	447	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
FAMGLANL_00016	gene	630	upp			
FAMGLANL_00016	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
FAMGLANL_00017	gene	240				
FAMGLANL_00017	CDS	240				hypothetical protein
FAMGLANL_00018	gene	402				
FAMGLANL_00018	CDS	402				hypothetical protein
FAMGLANL_00019	gene	705	atpB			
FAMGLANL_00019	CDS	705	atpB		COG0356	ATP synthase subunit a
FAMGLANL_00020	gene	264	atpE			
FAMGLANL_00020	CDS	264	atpE			ATP synthase subunit c, sodium ion specific
FAMGLANL_00021	gene	507	atpF			
FAMGLANL_00021	CDS	507	atpF			ATP synthase subunit b, sodium ion specific
FAMGLANL_00022	gene	543	atpH			
FAMGLANL_00022	CDS	543	atpH			ATP synthase subunit delta, sodium ion specific
FAMGLANL_00023	gene	1503	atpA			
FAMGLANL_00023	CDS	1503	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
FAMGLANL_00024	gene	999	atpG			
FAMGLANL_00024	CDS	999	atpG		COG0224	ATP synthase gamma chain, sodium ion specific
FAMGLANL_00025	gene	1401	atpD			
FAMGLANL_00025	CDS	1401	atpD	7.2.2.1	COG0055	ATP synthase subunit beta, sodium ion specific
FAMGLANL_00026	gene	270	atpC			
FAMGLANL_00026	CDS	270	atpC			ATP synthase epsilon chain
FAMGLANL_00027	gene	576				
FAMGLANL_00027	CDS	576				hypothetical protein
FAMGLANL_00028	gene	939				
FAMGLANL_00028	CDS	939				hypothetical protein
FAMGLANL_00029	gene	945	hmo_1			
FAMGLANL_00029	CDS	945	hmo_1	1.1.3.46		4-hydroxymandelate oxidase
FAMGLANL_00030	gene	108				
FAMGLANL_00030	CDS	108				hypothetical protein
FAMGLANL_00031	gene	345	cobT			
FAMGLANL_00031	CDS	345	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
FAMGLANL_00032	gene	588	cobU			
FAMGLANL_00032	CDS	588	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
FAMGLANL_00033	gene	771	cobS			
FAMGLANL_00033	CDS	771	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
FAMGLANL_00034	gene	639	pspA_1			
FAMGLANL_00034	CDS	639	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
FAMGLANL_00035	gene	1503	cobQ			
FAMGLANL_00035	CDS	1503	cobQ			Cobyric acid synthase
FAMGLANL_00036	gene	1395	cbiA			
FAMGLANL_00036	CDS	1395	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
FAMGLANL_00037	gene	1041	cbiB			
FAMGLANL_00037	CDS	1041	cbiB			Cobalamin biosynthesis protein CbiB
FAMGLANL_00038	gene	1092	cobD			
FAMGLANL_00038	CDS	1092	cobD	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
FAMGLANL_00039	gene	885	pduX			
FAMGLANL_00039	CDS	885	pduX	2.7.1.177	COG4542	L-threonine kinase
FAMGLANL_00040	gene	639	cbiC			
FAMGLANL_00040	CDS	639	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
FAMGLANL_00041	gene	1167	cbiD			
FAMGLANL_00041	CDS	1167	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
FAMGLANL_00042	gene	720	cbiE			
FAMGLANL_00042	CDS	720	cbiE	2.1.1.289	COG2241	Cobalt-precorrin-7 C(5)-methyltransferase
FAMGLANL_00043	gene	567	cbiT			
FAMGLANL_00043	CDS	567	cbiT	2.1.1.196	COG2242	Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)
FAMGLANL_00044	gene	759	cbiF			
FAMGLANL_00044	CDS	759	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
FAMGLANL_00045	gene	1188	cbiG			
FAMGLANL_00045	CDS	1188	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
FAMGLANL_00046	gene	726	cbiH			
FAMGLANL_00046	CDS	726	cbiH	2.1.1.-	COG1010	putative cobalt-factor III C(17)-methyltransferase
FAMGLANL_00047	gene	765	cbiJ			
FAMGLANL_00047	CDS	765	cbiJ	1.3.1.106	COG2099	Cobalt-precorrin-6A reductase
FAMGLANL_00048	gene	1545				
FAMGLANL_00048	CDS	1545				hypothetical protein
FAMGLANL_00049	gene	1104				
FAMGLANL_00049	CDS	1104				hypothetical protein
FAMGLANL_00050	gene	906				
FAMGLANL_00050	CDS	906				hypothetical protein
FAMGLANL_00051	gene	924	fba			
FAMGLANL_00051	CDS	924	fba	4.1.2.13		Fructose-bisphosphate aldolase
FAMGLANL_00052	gene	552	hpf			
FAMGLANL_00052	CDS	552	hpf			Ribosome hibernation promotion factor
FAMGLANL_00053	gene	1059				
FAMGLANL_00053	CDS	1059			COG1702	PhoH-like protein
FAMGLANL_00054	gene	462	ybeY			
FAMGLANL_00054	CDS	462	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
FAMGLANL_00055	gene	897				
FAMGLANL_00055	CDS	897				hypothetical protein
FAMGLANL_00056	gene	903	era			
FAMGLANL_00056	CDS	903	era			GTPase Era
FAMGLANL_00057	gene	1377				
FAMGLANL_00057	CDS	1377			COG2239	Magnesium transporter MgtE
FAMGLANL_00058	gene	747	recO			
FAMGLANL_00058	CDS	747	recO		COG1381	DNA repair protein RecO
FAMGLANL_00059	gene	609				
FAMGLANL_00059	CDS	609				hypothetical protein
FAMGLANL_00060	gene	885	glyQ			
FAMGLANL_00060	CDS	885	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
FAMGLANL_00061	gene	74				
FAMGLANL_00061	tRNA	74				tRNA-Glu(ttc)
FAMGLANL_00062	gene	73				
FAMGLANL_00062	tRNA	73				tRNA-Asn(gtt)
FAMGLANL_00063	gene	105				
FAMGLANL_00063	rRNA	105				5S ribosomal RNA
FAMGLANL_00064	gene	1989	tkt			
FAMGLANL_00064	CDS	1989	tkt	2.2.1.1		Transketolase
FAMGLANL_00065	gene	960				
FAMGLANL_00065	CDS	960				hypothetical protein
FAMGLANL_00066	gene	579				
FAMGLANL_00066	CDS	579				hypothetical protein
FAMGLANL_00067	gene	465				
FAMGLANL_00067	CDS	465				hypothetical protein
FAMGLANL_00068	gene	405				
FAMGLANL_00068	CDS	405				hypothetical protein
FAMGLANL_00069	gene	591	ogt			
FAMGLANL_00069	CDS	591	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
FAMGLANL_00070	gene	990	asd_1			
FAMGLANL_00070	CDS	990	asd_1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
FAMGLANL_00071	gene	1338	hom			
FAMGLANL_00071	CDS	1338	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
FAMGLANL_00072	gene	1050	thrC			
FAMGLANL_00072	CDS	1050	thrC	4.2.3.1	COG0498	Threonine synthase
FAMGLANL_00073	gene	909	thrB			
FAMGLANL_00073	CDS	909	thrB	2.7.1.39	COG0083	Homoserine kinase
FAMGLANL_00074	gene	1221	ask			
FAMGLANL_00074	CDS	1221	ask	2.7.2.4	COG0527	Aspartokinase
FAMGLANL_00075	gene	828	COQ3			
FAMGLANL_00075	CDS	828	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
FAMGLANL_00076	gene	1014	gloB_1			
FAMGLANL_00076	CDS	1014	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
FAMGLANL_00077	gene	1548	carA_1			
FAMGLANL_00077	CDS	1548	carA_1	2.8.3.23	COG4670	Caffeate CoA-transferase
FAMGLANL_00078	gene	960	dusB			
FAMGLANL_00078	CDS	960	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
FAMGLANL_00079	gene	768	coaX			
FAMGLANL_00079	CDS	768	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
FAMGLANL_00080	gene	984	birA			
FAMGLANL_00080	CDS	984	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
FAMGLANL_00081	gene	756				
FAMGLANL_00081	CDS	756				hypothetical protein
FAMGLANL_00082	gene	405				
FAMGLANL_00082	CDS	405				hypothetical protein
FAMGLANL_00083	gene	2043	ftsH			
FAMGLANL_00083	CDS	2043	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
FAMGLANL_00084	gene	1380	tilS			
FAMGLANL_00084	CDS	1380	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
FAMGLANL_00085	gene	414				
FAMGLANL_00085	CDS	414				hypothetical protein
FAMGLANL_00086	gene	1380				
FAMGLANL_00086	CDS	1380				hypothetical protein
FAMGLANL_00087	gene	1773				
FAMGLANL_00087	CDS	1773				hypothetical protein
FAMGLANL_00088	gene	1929	epmA			
FAMGLANL_00088	CDS	1929	epmA	6.3.1.-		Elongation factor P--(R)-beta-lysine ligase
FAMGLANL_00089	gene	486	greA			
FAMGLANL_00089	CDS	486	greA		COG0782	Transcription elongation factor GreA
FAMGLANL_00090	gene	342				
FAMGLANL_00090	CDS	342				hypothetical protein
FAMGLANL_00091	gene	258				
FAMGLANL_00091	CDS	258				hypothetical protein
FAMGLANL_00092	gene	1299				
FAMGLANL_00092	CDS	1299				hypothetical protein
FAMGLANL_00093	gene	552	rpoE			
FAMGLANL_00093	CDS	552	rpoE		COG1595	ECF RNA polymerase sigma factor RpoE
FAMGLANL_00094	gene	393	rpsI			
FAMGLANL_00094	CDS	393	rpsI			30S ribosomal protein S9
FAMGLANL_00095	gene	429	rplM			
FAMGLANL_00095	CDS	429	rplM		COG0102	50S ribosomal protein L13
FAMGLANL_00096	gene	1254				
FAMGLANL_00096	CDS	1254				hypothetical protein
FAMGLANL_00097	gene	918				
FAMGLANL_00097	CDS	918		1.1.1.81	COG0111	Hydroxypyruvate reductase
FAMGLANL_00098	gene	1071				
FAMGLANL_00098	CDS	1071		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
FAMGLANL_00099	gene	762	truA			
FAMGLANL_00099	CDS	762	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
FAMGLANL_00100	gene	1827	glmS			
FAMGLANL_00100	CDS	1827	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
FAMGLANL_00101	gene	1401				
