locus_tag	ftype	length_bp	gene	EC_number	COG	product
BGOMHBMC_00001	gene	882				
BGOMHBMC_00001	CDS	882				hypothetical protein
BGOMHBMC_00002	gene	396				
BGOMHBMC_00002	CDS	396				hypothetical protein
BGOMHBMC_00003	gene	282				
BGOMHBMC_00003	CDS	282				hypothetical protein
BGOMHBMC_00004	gene	405				
BGOMHBMC_00004	CDS	405				hypothetical protein
BGOMHBMC_00005	gene	546				
BGOMHBMC_00005	CDS	546				hypothetical protein
BGOMHBMC_00006	gene	423				
BGOMHBMC_00006	CDS	423				hypothetical protein
BGOMHBMC_00007	gene	564				
BGOMHBMC_00007	CDS	564				hypothetical protein
BGOMHBMC_00008	gene	1059				
BGOMHBMC_00008	CDS	1059				hypothetical protein
BGOMHBMC_00009	gene	426				
BGOMHBMC_00009	CDS	426				hypothetical protein
BGOMHBMC_00010	gene	270				
BGOMHBMC_00010	CDS	270				hypothetical protein
BGOMHBMC_00011	gene	2040				
BGOMHBMC_00011	CDS	2040				hypothetical protein
BGOMHBMC_00012	gene	735				
BGOMHBMC_00012	CDS	735				hypothetical protein
BGOMHBMC_00013	gene	2154				
BGOMHBMC_00013	CDS	2154				hypothetical protein
BGOMHBMC_00014	gene	405				
BGOMHBMC_00014	CDS	405				hypothetical protein
BGOMHBMC_00015	gene	486	xkdM			
BGOMHBMC_00015	CDS	486	xkdM			Phage-like element PBSX protein XkdM
BGOMHBMC_00016	gene	1338				
BGOMHBMC_00016	CDS	1338				hypothetical protein
BGOMHBMC_00017	gene	189				
BGOMHBMC_00017	CDS	189				hypothetical protein
BGOMHBMC_00018	gene	426				
BGOMHBMC_00018	CDS	426				hypothetical protein
BGOMHBMC_00019	gene	480				
BGOMHBMC_00019	CDS	480				hypothetical protein
BGOMHBMC_00020	gene	360				
BGOMHBMC_00020	CDS	360				hypothetical protein
BGOMHBMC_00021	gene	387				
BGOMHBMC_00021	CDS	387				hypothetical protein
BGOMHBMC_00022	gene	252				
BGOMHBMC_00022	CDS	252				hypothetical protein
BGOMHBMC_00023	gene	954				
BGOMHBMC_00023	CDS	954				hypothetical protein
BGOMHBMC_00024	gene	552				
BGOMHBMC_00024	CDS	552				hypothetical protein
BGOMHBMC_00025	gene	291				
BGOMHBMC_00025	CDS	291				hypothetical protein
BGOMHBMC_00026	gene	204				
BGOMHBMC_00026	CDS	204				hypothetical protein
BGOMHBMC_00027	gene	258				
BGOMHBMC_00027	CDS	258				hypothetical protein
BGOMHBMC_00028	gene	1626				
BGOMHBMC_00028	CDS	1626				hypothetical protein
BGOMHBMC_00029	gene	1458				
BGOMHBMC_00029	CDS	1458				hypothetical protein
BGOMHBMC_00030	gene	1386				
