locus_tag	ftype	length_bp	gene	EC_number	COG	product
MLNBGCCH_00001	gene	699				
MLNBGCCH_00001	CDS	699				hypothetical protein
MLNBGCCH_00002	gene	786				
MLNBGCCH_00002	CDS	786				hypothetical protein
MLNBGCCH_00003	gene	1860				
MLNBGCCH_00003	CDS	1860				hypothetical protein
MLNBGCCH_00004	gene	834	thyA			
MLNBGCCH_00004	CDS	834	thyA	2.1.1.45	COG0207	Thymidylate synthase
MLNBGCCH_00005	gene	510	dfrA			
MLNBGCCH_00005	CDS	510	dfrA	1.5.1.3	COG0262	Dihydrofolate reductase
MLNBGCCH_00006	gene	3747				
MLNBGCCH_00006	CDS	3747				hypothetical protein
MLNBGCCH_00007	gene	4719				
MLNBGCCH_00007	CDS	4719				hypothetical protein
MLNBGCCH_00008	gene	318				
MLNBGCCH_00008	CDS	318				hypothetical protein
MLNBGCCH_00009	gene	1278	sasA_1			
MLNBGCCH_00009	CDS	1278	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
MLNBGCCH_00010	gene	675	arlR			
MLNBGCCH_00010	CDS	675	arlR		COG0745	Response regulator ArlR
MLNBGCCH_00011	gene	555				
MLNBGCCH_00011	CDS	555				hypothetical protein
MLNBGCCH_00012	gene	1761				
MLNBGCCH_00012	CDS	1761				hypothetical protein
MLNBGCCH_00013	gene	1515				
MLNBGCCH_00013	CDS	1515				hypothetical protein
MLNBGCCH_00014	gene	441				
MLNBGCCH_00014	CDS	441				hypothetical protein
MLNBGCCH_00015	gene	750	cobB			
MLNBGCCH_00015	CDS	750	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
MLNBGCCH_00016	gene	519	scpB			
MLNBGCCH_00016	CDS	519	scpB		COG1386	Segregation and condensation protein B
MLNBGCCH_00017	gene	762	scpA			
MLNBGCCH_00017	CDS	762	scpA		COG1354	Segregation and condensation protein A
MLNBGCCH_00018	gene	633				
MLNBGCCH_00018	CDS	633				hypothetical protein
MLNBGCCH_00019	gene	1671	rnjA			
MLNBGCCH_00019	CDS	1671	rnjA	3.1.-.-	COG0595	Ribonuclease J1
MLNBGCCH_00020	gene	750				
MLNBGCCH_00020	CDS	750				hypothetical protein
MLNBGCCH_00021	gene	1500	guaB			
MLNBGCCH_00021	CDS	1500	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
MLNBGCCH_00022	gene	1050	recA			
MLNBGCCH_00022	CDS	1050	recA		COG0468	Protein RecA
MLNBGCCH_00023	gene	540	pgsA			
MLNBGCCH_00023	CDS	540	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
MLNBGCCH_00024	gene	1323	rimO			
MLNBGCCH_00024	CDS	1323	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
MLNBGCCH_00025	gene	2574				
MLNBGCCH_00025	CDS	2574				hypothetical protein
MLNBGCCH_00026	gene	1266				
MLNBGCCH_00026	CDS	1266		3.4.24.-	COG0612	putative zinc protease
MLNBGCCH_00027	gene	2073				
MLNBGCCH_00027	CDS	2073				hypothetical protein
MLNBGCCH_00028	gene	2091	pnp			
MLNBGCCH_00028	CDS	2091	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
MLNBGCCH_00029	gene	846				
MLNBGCCH_00029	CDS	846			COG1307	Fatty acid-binding protein
MLNBGCCH_00030	gene	255	rpsO			
MLNBGCCH_00030	CDS	255	rpsO		COG0184	30S ribosomal protein S15
MLNBGCCH_00031	gene	972	ribF			
MLNBGCCH_00031	CDS	972	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
MLNBGCCH_00032	gene	903	truB			
MLNBGCCH_00032	CDS	903	truB	5.4.99.25		tRNA pseudouridine synthase B
MLNBGCCH_00033	gene	1038	nrnA			
MLNBGCCH_00033	CDS	1038	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
MLNBGCCH_00034	gene	705	srtD			
MLNBGCCH_00034	CDS	705	srtD	3.4.22.-	COG3764	Sortase D
MLNBGCCH_00035	gene	4923				
MLNBGCCH_00035	CDS	4923				hypothetical protein
MLNBGCCH_00036	gene	750				
MLNBGCCH_00036	CDS	750				hypothetical protein
MLNBGCCH_00037	gene	348	rbfA			
MLNBGCCH_00037	CDS	348	rbfA			Ribosome-binding factor A
MLNBGCCH_00038	gene	1944	infB			
MLNBGCCH_00038	CDS	1944	infB			Translation initiation factor IF-2
MLNBGCCH_00039	gene	315	rplGA			
MLNBGCCH_00039	CDS	315	rplGA		COG1358	putative ribosomal protein YlxQ
MLNBGCCH_00040	gene	276				
MLNBGCCH_00040	CDS	276				hypothetical protein
MLNBGCCH_00041	gene	1272	nusA			
MLNBGCCH_00041	CDS	1272	nusA		COG0195	Transcription termination/antitermination protein NusA
MLNBGCCH_00042	gene	468	rimP			
MLNBGCCH_00042	CDS	468	rimP			Ribosome maturation factor RimP
MLNBGCCH_00043	gene	909				
MLNBGCCH_00043	CDS	909				hypothetical protein
MLNBGCCH_00044	gene	780				
MLNBGCCH_00044	CDS	780				hypothetical protein
MLNBGCCH_00045	gene	732	uppS			
MLNBGCCH_00045	CDS	732	uppS	2.5.1.-	COG0020	Isoprenyl transferase
MLNBGCCH_00046	gene	558	frr			
MLNBGCCH_00046	CDS	558	frr		COG0233	Ribosome-recycling factor
MLNBGCCH_00047	gene	708	pyrH			
MLNBGCCH_00047	CDS	708	pyrH	2.7.4.22	COG0528	Uridylate kinase
MLNBGCCH_00048	gene	909	tsf			
MLNBGCCH_00048	CDS	909	tsf		COG0264	Elongation factor Ts
MLNBGCCH_00049	gene	762	rpsB			
MLNBGCCH_00049	CDS	762	rpsB			30S ribosomal protein S2
MLNBGCCH_00050	gene	1176	bdhA			
MLNBGCCH_00050	CDS	1176	bdhA	1.1.1.-	COG1979	NADH-dependent butanol dehydrogenase A
MLNBGCCH_00051	gene	693	glmU_1			
MLNBGCCH_00051	CDS	693	glmU_1	2.7.7.23		Bifunctional protein GlmU
MLNBGCCH_00052	gene	951				
MLNBGCCH_00052	CDS	951				hypothetical protein
MLNBGCCH_00053	gene	1884				
MLNBGCCH_00053	CDS	1884				hypothetical protein
MLNBGCCH_00054	gene	141				
MLNBGCCH_00054	CDS	141				hypothetical protein
MLNBGCCH_00055	gene	822				
MLNBGCCH_00055	CDS	822				hypothetical protein
MLNBGCCH_00056	gene	903				
MLNBGCCH_00056	CDS	903				hypothetical protein
MLNBGCCH_00057	gene	816				
MLNBGCCH_00057	CDS	816				hypothetical protein
MLNBGCCH_00058	gene	3123	mupA			
MLNBGCCH_00058	CDS	3123	mupA			mupirocin-resistant isoleucine--tRNA ligase MupA
MLNBGCCH_00059	gene	654	gpsB			
MLNBGCCH_00059	CDS	654	gpsB			Cell cycle protein GpsB
MLNBGCCH_00060	gene	786				
MLNBGCCH_00060	CDS	786				hypothetical protein
MLNBGCCH_00061	gene	258				
MLNBGCCH_00061	CDS	258				hypothetical protein
MLNBGCCH_00062	gene	495	sepF			
