locus_tag	ftype	length_bp	gene	EC_number	COG	product
MCEMKNIG_00001	gene	369	rplL			
MCEMKNIG_00001	CDS	369	rplL			50S ribosomal protein L7/L12
MCEMKNIG_00002	gene	522	rplJ			
MCEMKNIG_00002	CDS	522	rplJ		COG0244	50S ribosomal protein L10
MCEMKNIG_00003	gene	699	rplA			
MCEMKNIG_00003	CDS	699	rplA			50S ribosomal protein L1
MCEMKNIG_00004	gene	426	rplK			
MCEMKNIG_00004	CDS	426	rplK		COG0080	50S ribosomal protein L11
MCEMKNIG_00005	gene	543	nusG			
MCEMKNIG_00005	CDS	543	nusG			Transcription termination/antitermination protein NusG
MCEMKNIG_00006	gene	207	secE			
MCEMKNIG_00006	CDS	207	secE			Protein translocase subunit SecE
MCEMKNIG_00007	gene	150	rpmG2			
MCEMKNIG_00007	CDS	150	rpmG2			50S ribosomal protein L33 2
MCEMKNIG_00008	gene	489				
MCEMKNIG_00008	CDS	489				hypothetical protein
MCEMKNIG_00009	gene	696				
MCEMKNIG_00009	CDS	696				hypothetical protein
MCEMKNIG_00010	gene	1224	pepT			
MCEMKNIG_00010	CDS	1224	pepT	3.4.11.4	COG2195	Peptidase T
MCEMKNIG_00011	gene	75				
MCEMKNIG_00011	tRNA	75				tRNA-Arg(tcg)
MCEMKNIG_00012	gene	402				
MCEMKNIG_00012	CDS	402				hypothetical protein
MCEMKNIG_00013	gene	75				
MCEMKNIG_00013	tRNA	75				tRNA-Arg(cct)
MCEMKNIG_00014	gene	1200	gerN			
MCEMKNIG_00014	CDS	1200	gerN		COG0475	Na(+)/H(+)-K(+) antiporter GerN
MCEMKNIG_00015	gene	447				
MCEMKNIG_00015	CDS	447				hypothetical protein
MCEMKNIG_00016	gene	702				
MCEMKNIG_00016	CDS	702		1.11.1.15	COG0450	Peroxiredoxin
MCEMKNIG_00017	gene	3555	rpoC			
MCEMKNIG_00017	CDS	3555	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
MCEMKNIG_00018	gene	96				
MCEMKNIG_00018	CDS	96				hypothetical protein
MCEMKNIG_00019	gene	3747	rpoB			
MCEMKNIG_00019	CDS	3747	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
MCEMKNIG_00020	gene	1056				
MCEMKNIG_00020	CDS	1056				hypothetical protein
MCEMKNIG_00021	gene	927				
MCEMKNIG_00021	CDS	927				hypothetical protein
MCEMKNIG_00022	gene	1698				
MCEMKNIG_00022	CDS	1698			COG1132	putative ABC transporter ATP-binding/permease protein
MCEMKNIG_00023	gene	1764				
MCEMKNIG_00023	CDS	1764		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
MCEMKNIG_00024	gene	1794				
MCEMKNIG_00024	CDS	1794				hypothetical protein
MCEMKNIG_00025	gene	819				
MCEMKNIG_00025	CDS	819				hypothetical protein
MCEMKNIG_00026	gene	825				
MCEMKNIG_00026	CDS	825				hypothetical protein
MCEMKNIG_00027	gene	2187				
MCEMKNIG_00027	CDS	2187				hypothetical protein
MCEMKNIG_00028	gene	885	mfd			
MCEMKNIG_00028	CDS	885	mfd	3.6.4.-		Transcription-repair-coupling factor
MCEMKNIG_00029	gene	1062	prsA_1			
MCEMKNIG_00029	CDS	1062	prsA_1	5.2.1.8		Foldase protein PrsA
MCEMKNIG_00030	gene	1623	spoVB			
MCEMKNIG_00030	CDS	1623	spoVB		COG2244	Stage V sporulation protein B
MCEMKNIG_00031	gene	1014				
MCEMKNIG_00031	CDS	1014				hypothetical protein
MCEMKNIG_00032	gene	282	hup			
MCEMKNIG_00032	CDS	282	hup			DNA-binding protein HU
MCEMKNIG_00033	gene	240				
MCEMKNIG_00033	CDS	240			COG1188	putative protein
MCEMKNIG_00034	gene	894	gtaB			
MCEMKNIG_00034	CDS	894	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
MCEMKNIG_00035	gene	1443	rho			
MCEMKNIG_00035	CDS	1443	rho	3.6.4.-		Transcription termination factor Rho
MCEMKNIG_00036	gene	201	rpmE			
MCEMKNIG_00036	CDS	201	rpmE		COG0254	50S ribosomal protein L31
MCEMKNIG_00037	gene	327				
MCEMKNIG_00037	CDS	327				hypothetical protein
MCEMKNIG_00038	gene	720				
MCEMKNIG_00038	CDS	720				hypothetical protein
MCEMKNIG_00039	gene	915	prmC			
MCEMKNIG_00039	CDS	915	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
MCEMKNIG_00040	gene	1065	prfA			
MCEMKNIG_00040	CDS	1065	prfA		COG0216	Peptide chain release factor 1
MCEMKNIG_00041	gene	1038	ywlC			
MCEMKNIG_00041	CDS	1038	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
MCEMKNIG_00042	gene	447	ywlF			
MCEMKNIG_00042	CDS	447	ywlF	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
MCEMKNIG_00043	gene	630	upp			
MCEMKNIG_00043	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
MCEMKNIG_00044	gene	240				
MCEMKNIG_00044	CDS	240				hypothetical protein
MCEMKNIG_00045	gene	402				
MCEMKNIG_00045	CDS	402				hypothetical protein
MCEMKNIG_00046	gene	705	atpB			
MCEMKNIG_00046	CDS	705	atpB		COG0356	ATP synthase subunit a
MCEMKNIG_00047	gene	264	atpE			
MCEMKNIG_00047	CDS	264	atpE			ATP synthase subunit c, sodium ion specific
MCEMKNIG_00048	gene	507	atpF			
MCEMKNIG_00048	CDS	507	atpF			ATP synthase subunit b, sodium ion specific
MCEMKNIG_00049	gene	543	atpH			
MCEMKNIG_00049	CDS	543	atpH			ATP synthase subunit delta, sodium ion specific
MCEMKNIG_00050	gene	1503	atpA			
MCEMKNIG_00050	CDS	1503	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
MCEMKNIG_00051	gene	999	atpG			
MCEMKNIG_00051	CDS	999	atpG		COG0224	ATP synthase gamma chain, sodium ion specific
MCEMKNIG_00052	gene	1401	atpD			
MCEMKNIG_00052	CDS	1401	atpD	7.2.2.1	COG0055	ATP synthase subunit beta, sodium ion specific
MCEMKNIG_00053	gene	270	atpC			
MCEMKNIG_00053	CDS	270	atpC			ATP synthase epsilon chain
MCEMKNIG_00054	gene	576				
