locus_tag	ftype	length_bp	gene	EC_number	COG	product
PHAIDCFJ_00001	gene	570				
PHAIDCFJ_00001	CDS	570				hypothetical protein
PHAIDCFJ_00002	gene	378	yabJ			
PHAIDCFJ_00002	CDS	378	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
PHAIDCFJ_00003	gene	1218	tdcB			
PHAIDCFJ_00003	CDS	1218	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
PHAIDCFJ_00004	gene	390				
PHAIDCFJ_00004	CDS	390				hypothetical protein
PHAIDCFJ_00005	gene	1281	obg			
PHAIDCFJ_00005	CDS	1281	obg	3.6.5.-	COG0536	GTPase Obg
PHAIDCFJ_00006	gene	291	rpmA			
PHAIDCFJ_00006	CDS	291	rpmA		COG0211	50S ribosomal protein L27
PHAIDCFJ_00007	gene	318				
PHAIDCFJ_00007	CDS	318				hypothetical protein
PHAIDCFJ_00008	gene	309	rplU			
PHAIDCFJ_00008	CDS	309	rplU		COG0261	50S ribosomal protein L21
PHAIDCFJ_00009	gene	936	yijE			
PHAIDCFJ_00009	CDS	936	yijE			putative cystine transporter YijE
PHAIDCFJ_00010	gene	2421	leuS			
PHAIDCFJ_00010	CDS	2421	leuS	6.1.1.4		Leucine--tRNA ligase
PHAIDCFJ_00011	gene	351	rsfS			
PHAIDCFJ_00011	CDS	351	rsfS		COG0799	Ribosomal silencing factor RsfS
PHAIDCFJ_00012	gene	576				
PHAIDCFJ_00012	CDS	576				hypothetical protein
PHAIDCFJ_00013	gene	696	nadD			
PHAIDCFJ_00013	CDS	696	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
PHAIDCFJ_00014	gene	624	recX			
PHAIDCFJ_00014	CDS	624	recX			Regulatory protein RecX
PHAIDCFJ_00015	gene	348	crcB_1			
PHAIDCFJ_00015	CDS	348	crcB_1			Putative fluoride ion transporter CrcB
PHAIDCFJ_00016	gene	462	crcB_2			
PHAIDCFJ_00016	CDS	462	crcB_2			Putative fluoride ion transporter CrcB
PHAIDCFJ_00017	gene	921	rbn			
PHAIDCFJ_00017	CDS	921	rbn	3.1.-.-	COG1234	Ribonuclease BN
PHAIDCFJ_00018	gene	1401	rne			
PHAIDCFJ_00018	CDS	1401	rne	3.1.26.12	COG1530	Ribonuclease E
PHAIDCFJ_00019	gene	699				
PHAIDCFJ_00019	CDS	699				hypothetical protein
PHAIDCFJ_00020	gene	1860				
PHAIDCFJ_00020	CDS	1860				hypothetical protein
PHAIDCFJ_00021	gene	1113	mrdB			
PHAIDCFJ_00021	CDS	1113	mrdB	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
PHAIDCFJ_00022	gene	2898	mrdA			
PHAIDCFJ_00022	CDS	2898	mrdA	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
PHAIDCFJ_00023	gene	486				
PHAIDCFJ_00023	CDS	486				hypothetical protein
PHAIDCFJ_00024	gene	882				
PHAIDCFJ_00024	CDS	882				hypothetical protein
PHAIDCFJ_00025	gene	1050	mreB_1			
PHAIDCFJ_00025	CDS	1050	mreB_1		COG1077	Cell shape-determining protein MreB
PHAIDCFJ_00026	gene	687				
PHAIDCFJ_00026	CDS	687				hypothetical protein
PHAIDCFJ_00027	gene	864	rnfB			
PHAIDCFJ_00027	CDS	864	rnfB	7.2.1.2	COG2878	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit B
PHAIDCFJ_00028	gene	576	rnfA			
PHAIDCFJ_00028	CDS	576	rnfA	7.2.1.2	COG4657	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit A
PHAIDCFJ_00029	gene	594	rnfE			
PHAIDCFJ_00029	CDS	594	rnfE	7.2.1.2	COG4660	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit E
PHAIDCFJ_00030	gene	567	rnfG			
PHAIDCFJ_00030	CDS	567	rnfG	7.2.1.2	COG4659	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit G
PHAIDCFJ_00031	gene	987	rnfD			
PHAIDCFJ_00031	CDS	987	rnfD	7.1.1.-	COG4658	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D
PHAIDCFJ_00032	gene	1344	rnfC			
PHAIDCFJ_00032	CDS	1344	rnfC	7.2.1.2	COG4656	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C
PHAIDCFJ_00033	gene	1431				
PHAIDCFJ_00033	CDS	1431				hypothetical protein
PHAIDCFJ_00034	gene	213				
PHAIDCFJ_00034	CDS	213				hypothetical protein
PHAIDCFJ_00035	gene	561	mltC			
PHAIDCFJ_00035	CDS	561	mltC	4.2.2.-		Membrane-bound lytic murein transglycosylase C
PHAIDCFJ_00036	gene	606	coaE			
PHAIDCFJ_00036	CDS	606	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
PHAIDCFJ_00037	gene	2643	polA			
PHAIDCFJ_00037	CDS	2643	polA	2.7.7.7		DNA polymerase I
PHAIDCFJ_00038	gene	85				
PHAIDCFJ_00038	tRNA	85				tRNA-Leu(caa)
PHAIDCFJ_00039	gene	912	cmpR			
PHAIDCFJ_00039	CDS	912	cmpR		COG0583	HTH-type transcriptional activator CmpR
PHAIDCFJ_00040	gene	201				
PHAIDCFJ_00040	CDS	201				hypothetical protein
PHAIDCFJ_00041	gene	1404	lysN_1			
PHAIDCFJ_00041	CDS	1404	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
PHAIDCFJ_00042	gene	234				
PHAIDCFJ_00042	CDS	234				hypothetical protein
PHAIDCFJ_00043	gene	1014	ccpA			
PHAIDCFJ_00043	CDS	1014	ccpA		COG1609	Catabolite control protein A
PHAIDCFJ_00044	gene	228	acpP_1			
PHAIDCFJ_00044	CDS	228	acpP_1			Acyl carrier protein
PHAIDCFJ_00045	gene	1011				
PHAIDCFJ_00045	CDS	1011				hypothetical protein
PHAIDCFJ_00046	gene	933	rluD_1			
PHAIDCFJ_00046	CDS	933	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
PHAIDCFJ_00047	gene	888	nadK			
PHAIDCFJ_00047	CDS	888	nadK	2.7.1.23		NAD kinase
PHAIDCFJ_00048	gene	1035	icd			
PHAIDCFJ_00048	CDS	1035	icd	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]
PHAIDCFJ_00049	gene	1974	leuC			
PHAIDCFJ_00049	CDS	1974	leuC	4.2.1.33		3-isopropylmalate dehydratase large subunit
PHAIDCFJ_00050	gene	1077	cshE			
PHAIDCFJ_00050	CDS	1077	cshE	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshE
PHAIDCFJ_00051	gene	330				
PHAIDCFJ_00051	CDS	330				hypothetical protein
PHAIDCFJ_00052	gene	2688				
PHAIDCFJ_00052	CDS	2688		7.2.2.10	COG0474	Calcium-transporting ATPase
PHAIDCFJ_00053	gene	1062				
PHAIDCFJ_00053	CDS	1062				hypothetical protein
PHAIDCFJ_00054	gene	597				
PHAIDCFJ_00054	CDS	597				hypothetical protein
PHAIDCFJ_00055	gene	603				
PHAIDCFJ_00055	CDS	603				hypothetical protein
PHAIDCFJ_00056	gene	1077	lytC_1			
PHAIDCFJ_00056	CDS	1077	lytC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
PHAIDCFJ_00057	gene	243				
PHAIDCFJ_00057	CDS	243				hypothetical protein
PHAIDCFJ_00058	gene	1338				
PHAIDCFJ_00058	CDS	1338		1.6.99.3		putative NADH oxidase
PHAIDCFJ_00059	gene	411				
PHAIDCFJ_00059	CDS	411				hypothetical protein
PHAIDCFJ_00060	gene	1284	brnQ_1			
PHAIDCFJ_00060	CDS	1284	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
PHAIDCFJ_00061	gene	1968				
PHAIDCFJ_00061	CDS	1968				hypothetical protein
PHAIDCFJ_00062	gene	426				
PHAIDCFJ_00062	CDS	426				hypothetical protein
PHAIDCFJ_00063	gene	1740				
PHAIDCFJ_00063	CDS	1740		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
PHAIDCFJ_00064	gene	774	dtd3			
PHAIDCFJ_00064	CDS	774	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
PHAIDCFJ_00065	gene	522	niaR			
PHAIDCFJ_00065	CDS	522	niaR		COG1827	putative transcription repressor NiaR
PHAIDCFJ_00066	gene	1821				
PHAIDCFJ_00066	CDS	1821				hypothetical protein
PHAIDCFJ_00067	gene	912				
PHAIDCFJ_00067	CDS	912				hypothetical protein
PHAIDCFJ_00068	gene	1473				
PHAIDCFJ_00068	CDS	1473				hypothetical protein
PHAIDCFJ_00069	gene	147				
PHAIDCFJ_00069	CDS	147				hypothetical protein
PHAIDCFJ_00070	gene	228				
PHAIDCFJ_00070	CDS	228				hypothetical protein
PHAIDCFJ_00071	gene	225				
PHAIDCFJ_00071	CDS	225				hypothetical protein
PHAIDCFJ_00072	gene	1239				
PHAIDCFJ_00072	CDS	1239				hypothetical protein
PHAIDCFJ_00073	gene	1734	fhs			
PHAIDCFJ_00073	CDS	1734	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
PHAIDCFJ_00074	gene	1143				
PHAIDCFJ_00074	CDS	1143				hypothetical protein
PHAIDCFJ_00075	gene	1170				
PHAIDCFJ_00075	CDS	1170				hypothetical protein
PHAIDCFJ_00076	gene	2241				
PHAIDCFJ_00076	CDS	2241				hypothetical protein
PHAIDCFJ_00077	gene	921				
PHAIDCFJ_00077	CDS	921				hypothetical protein
PHAIDCFJ_00078	gene	678	srtA			
PHAIDCFJ_00078	CDS	678	srtA	3.4.22.-	COG3764	Sortase A
PHAIDCFJ_00079	gene	1353	mepA_1			
PHAIDCFJ_00079	CDS	1353	mepA_1		COG0534	Multidrug export protein MepA
PHAIDCFJ_00080	gene	852				
PHAIDCFJ_00080	CDS	852				hypothetical protein
PHAIDCFJ_00081	gene	1824	aroB			
PHAIDCFJ_00081	CDS	1824	aroB	4.2.3.4		3-dehydroquinate synthase
PHAIDCFJ_00082	gene	825	aroF			
PHAIDCFJ_00082	CDS	825	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
PHAIDCFJ_00083	gene	552	bioY			
PHAIDCFJ_00083	CDS	552	bioY		COG1268	Biotin transporter BioY
PHAIDCFJ_00084	gene	1188	norV			
PHAIDCFJ_00084	CDS	1188	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
PHAIDCFJ_00085	gene	654				
PHAIDCFJ_00085	CDS	654				hypothetical protein
PHAIDCFJ_00086	gene	678				
PHAIDCFJ_00086	CDS	678				hypothetical protein
PHAIDCFJ_00087	gene	675				
PHAIDCFJ_00087	CDS	675				hypothetical protein
PHAIDCFJ_00088	gene	837				
PHAIDCFJ_00088	CDS	837				hypothetical protein
PHAIDCFJ_00089	gene	435				
PHAIDCFJ_00089	CDS	435				hypothetical protein
PHAIDCFJ_00090	gene	855				
PHAIDCFJ_00090	CDS	855				hypothetical protein
PHAIDCFJ_00091	gene	1011	lytC_2			
PHAIDCFJ_00091	CDS	1011	lytC_2	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
PHAIDCFJ_00092	gene	516				
PHAIDCFJ_00092	CDS	516				hypothetical protein
PHAIDCFJ_00093	gene	1023				
PHAIDCFJ_00093	CDS	1023				hypothetical protein
PHAIDCFJ_00094	gene	894				
PHAIDCFJ_00094	CDS	894				hypothetical protein
PHAIDCFJ_00095	gene	453				
PHAIDCFJ_00095	CDS	453				hypothetical protein
PHAIDCFJ_00096	gene	1371	rlmCD_1			
PHAIDCFJ_00096	CDS	1371	rlmCD_1	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
PHAIDCFJ_00097	gene	735	rsuA			
PHAIDCFJ_00097	CDS	735	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
PHAIDCFJ_00098	gene	876	hslO			
PHAIDCFJ_00098	CDS	876	hslO		COG1281	33 kDa chaperonin
PHAIDCFJ_00099	gene	795	COQ5_1			
PHAIDCFJ_00099	CDS	795	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
PHAIDCFJ_00100	gene	1371	ykoD_1			
PHAIDCFJ_00100	CDS	1371	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
PHAIDCFJ_00101	gene	690	ecfT_1			
PHAIDCFJ_00101	CDS	690	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
PHAIDCFJ_00102	gene	582				
PHAIDCFJ_00102	CDS	582				hypothetical protein
PHAIDCFJ_00103	gene	1725				
PHAIDCFJ_00103	CDS	1725			COG1132	putative ABC transporter ATP-binding protein
PHAIDCFJ_00104	gene	1758	hepA			
PHAIDCFJ_00104	CDS	1758	hepA		COG1132	Heterocyst differentiation ATP-binding protein HepA
PHAIDCFJ_00105	gene	996	rhaR_1			
PHAIDCFJ_00105	CDS	996	rhaR_1			HTH-type transcriptional activator RhaR
PHAIDCFJ_00106	gene	849				
PHAIDCFJ_00106	CDS	849				hypothetical protein
PHAIDCFJ_00107	gene	438				
PHAIDCFJ_00107	CDS	438				hypothetical protein
PHAIDCFJ_00108	gene	657				
PHAIDCFJ_00108	CDS	657				hypothetical protein
PHAIDCFJ_00109	gene	477				
PHAIDCFJ_00109	CDS	477				hypothetical protein
PHAIDCFJ_00110	gene	1194	sdaB			
